Дата эксперимента: 29.10.2023 19:00:49
time;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Temperature
7.077;1.0234;-0.0220;0.1989;-4.3206;1.1450;-0.9771;30.6947;
7.097;1.0188;-0.0232;0.2014;-3.9466;0.9313;-0.9084;30.6947;
7.118;1.0127;-0.0188;0.1911;-4.2443;0.9695;-0.7786;30.6947;
7.139;1.0254;-0.0171;0.1939;-4.3435;0.9466;-0.8397;30.6947;
7.160;1.0193;-0.0205;0.2045;-4.0611;1.0076;-0.7634;30.6947;
7.181;1.0159;-0.0154;0.1975;-4.1679;0.9695;-0.7634;30.6947;
7.202;1.0156;-0.0208;0.1992;-4.5725;0.7710;-0.5954;30.6947;
7.223;1.0193;-0.0237;0.2011;-4.0611;1.1756;-0.9160;30.6947;
7.244;1.0220;-0.0215;0.1939;-4.1679;0.9847;-0.9237;30.7888;
7.265;1.0242;-0.0239;0.1911;-4.1527;1.0382;-0.8244;30.6947;
7.286;1.0217;-0.0212;0.1989;-4.1298;0.9771;-0.9618;30.7888;
7.307;1.0217;-0.0205;0.1914;-4.0763;0.8779;-0.9084;30.7888;
7.328;1.0164;-0.0212;0.1981;-4.2595;1.0305;-0.7786;30.6947;
7.349;1.0159;-0.0178;0.1995;-4.0382;0.8931;-0.7710;30.6947;
7.370;1.0229;-0.0203;0.1986;-4.1374;1.0000;-0.7863;30.7888;
7.391;1.0203;-0.0222;0.2028;-4.3130;0.9084;-0.7710;30.6947;
7.412;1.0139;-0.0220;0.1995;-4.1908;1.0076;-0.8550;30.6947;
7.433;1.0229;-0.0193;0.2075;-4.3053;0.9695;-0.8168;30.6006;
7.454;1.0215;-0.0156;0.1956;-4.2061;1.1908;-0.9466;30.6947;
7.475;1.0193;-0.0146;0.1970;-4.2214;0.9084;-0.8855;30.6947;
7.496;1.0144;-0.0198;0.2034;-4.1756;0.9695;-0.9695;30.6947;
7.528;1.0171;-0.0215;0.1981;-4.2061;0.8550;-0.8626;30.7888;
7.539;1.0183;-0.0178;0.1911;-4.1527;1.0763;-0.8855;30.6947;
7.560;1.0154;-0.0242;0.2078;-4.0687;0.9695;-0.6794;30.6947;
7.580;1.0154;-0.0193;0.1967;-4.2061;0.9466;-0.7481;30.6947;
7.601;1.0173;-0.0188;0.2036;-4.2672;0.9389;-0.9008;30.6947;
7.623;1.0159;-0.0222;0.2047;-4.3435;1.0153;-0.8779;30.6947;
7.643;1.0220;-0.0210;0.1984;-4.1832;0.7176;-0.7863;30.6947;
7.664;1.0217;-0.0215;0.2089;-4.0382;0.9542;-0.8550;30.7888;
7.686;1.0144;-0.0229;0.2003;-4.0611;1.0305;-0.8550;30.6947;
7.706;1.0244;-0.0229;0.2034;-4.3359;0.9008;-0.8473;30.6947;
7.727;1.0186;-0.0122;0.2070;-4.0916;0.8702;-0.8550;30.6006;
7.748;1.0190;-0.0151;0.1959;-4.1221;1.1756;-0.8168;30.6006;
7.769;1.0151;-0.0225;0.1978;-4.0458;0.8931;-0.7557;30.6006;
7.790;1.0154;-0.0205;0.1956;-4.0916;1.1069;-0.8855;30.6006;
7.811;1.0181;-0.0188;0.1978;-4.2137;0.9542;-0.7099;30.6947;
7.832;1.0239;-0.0205;0.1995;-4.0763;0.9618;-0.8015;30.6947;
7.853;1.0261;-0.0186;0.1909;-4.2672;0.8092;-0.6794;30.6947;
7.874;1.0198;-0.0249;0.1942;-4.0000;1.1298;-0.8397;30.6947;
7.895;1.0115;-0.0195;0.1986;-4.3435;1.0763;-0.8702;30.6947;
7.916;1.0139;-0.0239;0.1934;-4.2748;1.0611;-0.8015;30.6947;
7.937;1.0203;-0.0210;0.1953;-4.1527;0.9618;-0.8626;30.7888;
7.958;1.0210;-0.0171;0.1875;-4.2901;1.0687;-0.7710;30.6947;
7.979;1.0217;-0.0137;0.1986;-3.9389;1.0000;-0.7939;30.7888;
8.000;1.0190;-0.0146;0.1995;-4.1603;0.9618;-0.7023;30.6947;
8.021;1.0200;-0.0212;0.2028;-4.1450;0.8626;-0.7023;30.6947;
8.042;1.0181;-0.0237;0.2031;-4.0382;0.9542;-1.0000;30.7888;
8.063;1.0173;-0.0181;0.1950;-4.1069;0.9160;-0.6794;30.7888;
8.084;1.0190;-0.0247;0.1948;-4.1985;0.9160;-0.7557;30.6006;
8.105;1.0195;-0.0176;0.1967;-3.9466;1.0992;-0.8779;30.6947;
8.126;1.0190;-0.0237;0.1950;-4.0611;1.0382;-0.7634;30.6947;
8.147;1.0249;-0.0112;0.2036;-4.2214;1.1374;-0.9084;30.6947;
8.168;1.0183;-0.0195;0.2017;-4.1374;1.0458;-1.0229;30.6947;
8.189;1.0181;-0.0225;0.1975;-4.1908;1.0611;-0.8931;30.6947;
8.210;1.0186;-0.0193;0.2028;-4.2366;1.0076;-0.7863;30.6947;
8.231;1.0159;-0.0176;0.1956;-4.1679;1.0076;-0.9389;30.6947;
8.252;1.0251;-0.0256;0.2025;-4.1908;1.1603;-0.8321;30.6947;
8.273;1.0176;-0.0208;0.1981;-4.1450;1.0763;-0.8397;30.6947;
8.295;1.0188;-0.0166;0.1936;-3.9695;0.9237;-0.7786;30.6947;
8.320;1.0208;-0.0193;0.1945;-4.1450;1.1985;-1.0458;30.6947;
8.336;1.0159;-0.0198;0.1961;-4.1832;1.0992;-0.8473;30.6947;
8.357;1.0151;-0.0149;0.1939;-4.3511;1.0763;-0.9008;30.6947;
8.378;1.0142;-0.0251;0.2053;-4.2672;1.0763;-1.0611;30.6947;
8.399;1.0164;-0.0271;0.1928;-4.2595;0.9466;-0.7710;30.6947;
8.420;1.0208;-0.0208;0.2031;-4.1679;1.1221;-0.7328;30.6947;
8.441;1.0200;-0.0247;0.1970;-4.0916;1.0153;-0.8931;30.6947;
8.462;1.0200;-0.0183;0.2050;-4.2824;0.9237;-0.7710;30.7888;
8.483;1.0217;-0.0232;0.1959;-4.1679;0.7252;-0.8702;30.6947;
8.504;1.0171;-0.0217;0.1984;-4.1145;1.0229;-0.7634;30.6947;
8.525;1.0178;-0.0215;0.2072;-4.0840;1.0000;-0.8473;30.6947;
8.546;1.0225;-0.0229;0.2017;-4.2290;1.1679;-1.0076;30.6947;
8.567;1.0208;-0.0159;0.2014;-4.0534;1.0000;-0.8015;30.6947;
8.588;1.0237;-0.0193;0.2045;-4.2824;0.9466;-0.8779;30.6947;
8.609;1.0164;-0.0212;0.2075;-4.0534;1.0534;-0.8168;30.7888;
8.630;1.0166;-0.0198;0.1967;-4.2748;1.0000;-0.9237;30.6947;
8.651;1.0215;-0.0154;0.1981;-4.0840;0.8473;-0.5496;30.6947;
8.672;1.0171;-0.0146;0.1961;-4.4046;1.0687;-0.8092;30.6947;
8.693;1.0129;-0.0176;0.2020;-4.2977;1.0076;-0.8473;30.6006;
8.715;1.0215;-0.0222;0.2017;-4.2748;1.1832;-0.7328;30.7888;
8.735;1.0222;-0.0244;0.2006;-4.3282;0.8397;-0.9237;30.6947;
8.756;1.0208;-0.0227;0.2031;-4.0153;0.8779;-1.0153;30.6006;
8.777;1.0178;-0.0203;0.2017;-4.1298;0.9313;-0.7405;30.7888;
8.798;1.0173;-0.0254;0.2028;-4.2672;1.0534;-0.8321;30.6006;
8.819;1.0190;-0.0278;0.2017;-4.2214;0.8550;-0.9466;30.6006;
8.840;1.0166;-0.0166;0.2031;-4.2748;0.9237;-0.9160;30.6006;
8.861;1.0225;-0.0229;0.1862;-4.1679;0.9237;-0.7481;30.6947;
8.882;1.0154;-0.0208;0.1945;-4.3130;0.9084;-0.7939;30.6947;
8.903;1.0220;-0.0168;0.1895;-4.0763;0.9160;-0.9389;30.7888;
8.924;1.0151;-0.0237;0.1956;-4.0534;0.9008;-0.9084;30.6947;
8.945;1.0151;-0.0264;0.1967;-3.9771;1.0153;-0.8931;30.6947;
8.966;1.0208;-0.0171;0.2020;-4.0611;0.8931;-0.8779;30.6947;
8.988;1.0205;-0.0220;0.1956;-4.1603;1.0382;-0.7939;30.7888;
9.008;1.0161;-0.0288;0.1950;-4.2519;0.9771;-0.5878;30.6947;
9.029;1.0249;-0.0139;0.1970;-4.2061;0.9924;-0.9618;30.7888;
9.050;1.0183;-0.0203;0.1942;-4.0534;0.8855;-0.8855;30.7888;
9.071;1.0200;-0.0203;0.2017;-4.3588;1.0153;-0.8779;30.6947;
9.092;1.0164;-0.0227;0.2039;-4.1527;0.9542;-0.8473;30.6006;
9.113;1.0198;-0.0220;0.2011;-4.0229;1.0229;-0.8550;30.6006;
9.134;1.0168;-0.0269;0.1978;-4.3053;1.1145;-0.8244;30.6947;
9.155;1.0159;-0.0225;0.1928;-4.0534;1.0076;-0.6336;30.6006;
9.176;1.0195;-0.0159;0.1900;-4.1527;1.0000;-0.6794;30.6947;
9.197;1.0134;-0.0146;0.2022;-4.1679;1.0687;-1.0534;30.7888;
9.218;1.0181;-0.0217;0.1953;-4.2977;0.9160;-0.8702;30.7888;
9.239;1.0178;-0.0193;0.2028;-4.0153;1.1603;-0.8321;30.6947;
9.260;1.0220;-0.0195;0.2047;-4.0305;1.0916;-0.7252;30.6947;
9.281;1.0200;-0.0249;0.2011;-4.3435;0.9542;-0.9084;30.7888;
9.302;1.0251;-0.0256;0.1995;-4.2672;0.8244;-0.8779;30.6947;
9.323;1.0220;-0.0164;0.2000;-4.0611;0.9008;-0.8779;30.6947;
9.344;1.0203;-0.0203;0.2022;-4.2290;0.9466;-1.0687;30.7888;
9.365;1.0164;-0.0208;0.1986;-4.1756;1.0153;-0.8397;30.6006;
9.386;1.0164;-0.0154;0.1961;-4.2824;1.0076;-0.7405;30.6947;
9.407;1.0166;-0.0161;0.1986;-4.1679;1.1221;-0.8168;30.6947;
9.428;1.0164;-0.0232;0.2017;-4.1069;1.1145;-0.8550;30.6947;
9.449;1.0144;-0.0234;0.1948;-4.0840;0.9237;-0.7481;30.6006;
9.470;1.0244;-0.0203;0.1948;-4.2214;0.9084;-1.0687;30.6947;
9.491;1.0200;-0.0249;0.1970;-4.1221;1.0992;-1.0076;30.6947;
9.512;1.0195;-0.0234;0.1975;-4.2595;1.0687;-0.7405;30.6006;
9.533;1.0159;-0.0166;0.2047;-4.0534;1.1145;-0.8702;30.7888;
9.554;1.0215;-0.0176;0.2003;-4.1985;1.1679;-0.8702;30.6947;
9.576;1.0188;-0.0239;0.2086;-4.3130;1.0382;-0.9313;30.6947;
9.596;1.0156;-0.0137;0.2064;-4.1832;0.9771;-0.8626;30.6947;
9.617;1.0256;-0.0208;0.1948;-4.2137;0.8321;-0.8321;30.6947;
9.638;1.0186;-0.0220;0.2009;-4.4504;0.9847;-0.9160;30.6947;
9.659;1.0242;-0.0188;0.1981;-4.3588;0.8779;-0.8321;30.6947;
9.680;1.0203;-0.0154;0.1998;-4.0611;1.0076;-0.7328;30.6947;
9.701;1.0125;-0.0186;0.1973;-4.1832;0.8244;-0.9160;30.7888;
9.722;1.0103;-0.0249;0.1925;-4.2595;1.2443;-0.7710;30.6006;
9.743;1.0181;-0.0205;0.2067;-4.1298;1.0229;-0.7023;30.7888;
9.764;1.0176;-0.0249;0.2072;-4.1450;1.1603;-0.7634;30.6947;
9.785;1.0110;-0.0168;0.1934;-4.3053;1.0229;-0.7634;30.6947;
9.806;1.0229;-0.0181;0.1978;-4.0305;1.2290;-0.8092;30.6947;
9.828;1.0190;-0.0173;0.1967;-4.1527;1.0000;-0.6565;30.6947;
9.848;1.0195;-0.0254;0.1920;-4.0000;0.9924;-0.7557;30.6947;
9.869;1.0166;-0.0198;0.2122;-4.1756;0.7863;-0.9924;30.6947;
9.890;1.0178;-0.0249;0.2061;-4.0076;0.7939;-0.8092;30.6947;
9.911;1.0203;-0.0273;0.2042;-4.0916;0.9313;-0.8779;30.7888;
9.932;1.0183;-0.0190;0.1981;-4.3130;1.0763;-0.8092;30.6947;
9.953;1.0227;-0.0171;0.1875;-4.1221;0.9847;-1.0611;30.6947;
9.974;1.0146;-0.0186;0.1970;-4.0000;0.8550;-0.9084;30.6947;
9.995;1.0132;-0.0227;0.1964;-3.9924;0.9466;-0.7786;30.6947;
10.016;1.0232;-0.0173;0.1989;-4.1756;1.0687;-0.8473;30.6947;
10.037;1.0195;-0.0225;0.2056;-4.3130;1.1679;-0.6794;30.6947;
10.058;1.0225;-0.0193;0.2092;-4.1298;1.0000;-0.8168;30.6947;
10.079;1.0151;-0.0166;0.1978;-4.2672;0.9313;-0.8244;30.6947;
10.100;1.0186;-0.0220;0.2064;-4.2672;0.9924;-0.8321;30.6947;
10.121;1.0178;-0.0190;0.2028;-4.3817;0.9008;-0.7863;30.6947;
10.142;1.0195;-0.0220;0.2039;-4.1374;0.9160;-0.9389;30.6947;
10.163;1.0234;-0.0215;0.2003;-4.3282;1.1221;-0.9008;30.6006;
10.184;1.0181;-0.0276;0.2009;-4.3511;1.0763;-0.6031;30.6947;
10.205;1.0203;-0.0232;0.2034;-4.2443;1.0382;-0.8244;30.6947;
10.226;1.0232;-0.0229;0.2067;-4.2061;0.9542;-0.8244;30.6006;
10.247;1.0171;-0.0232;0.2075;-4.0305;1.2061;-0.8168;30.6947;
10.268;1.0222;-0.0146;0.2108;-4.3130;1.1069;-0.9389;30.6947;
10.289;1.0249;-0.0129;0.1945;-4.1832;0.9695;-0.7176;30.6947;
10.310;1.0242;-0.0178;0.1973;-4.3969;0.9771;-0.9389;30.6947;
10.331;1.0173;-0.0269;0.1984;-4.3588;1.0305;-0.7557;30.6006;
10.352;1.0188;-0.0259;0.1973;-4.0305;1.2137;-0.9618;30.6947;
10.373;1.0173;-0.0244;0.1998;-3.9924;1.0916;-0.8244;30.6006;
10.394;1.0144;-0.0220;0.2039;-4.2366;1.0076;-0.7481;30.6006;
10.415;1.0229;-0.0193;0.2028;-4.2748;0.9160;-0.8626;30.7888;
10.436;1.0217;-0.0220;0.1959;-4.1679;0.9084;-0.9084;30.6006;
10.457;1.0186;-0.0225;0.2031;-4.0916;0.9160;-0.9695;30.6947;
10.478;1.0154;-0.0212;0.1984;-4.1908;1.0763;-0.7252;30.6947;
10.499;1.0234;-0.0208;0.1945;-4.0840;1.1298;-0.7405;30.6006;
10.520;1.0168;-0.0200;0.1964;-4.2366;0.9618;-0.9542;30.6947;
10.541;1.0137;-0.0229;0.2017;-4.2061;0.7710;-0.7405;30.6947;
10.562;1.0195;-0.0195;0.1970;-4.3130;1.0458;-0.8779;30.6947;
10.583;1.0132;-0.0154;0.2142;-4.1832;0.9695;-0.8779;30.6947;
10.604;1.0154;-0.0208;0.1914;-4.2595;0.8855;-0.8397;30.7888;
10.625;1.0168;-0.0215;0.2009;-4.1832;1.1679;-0.8168;30.6947;
10.646;1.0178;-0.0188;0.2053;-4.1832;1.0076;-0.7481;30.6947;
10.668;1.0149;-0.0164;0.2025;-4.0305;0.9313;-0.8168;30.6947;
10.688;1.0127;-0.0225;0.1967;-3.9847;0.8779;-0.7099;30.6947;
10.709;1.0232;-0.0254;0.2031;-4.1527;1.0840;-0.7176;30.6947;
10.730;1.0173;-0.0190;0.2047;-4.0458;0.9084;-0.9313;30.7888;
10.751;1.0186;-0.0186;0.1934;-4.0992;1.0992;-1.0153;30.6947;
10.772;1.0222;-0.0222;0.1928;-4.1985;1.1221;-0.6641;30.6947;
10.793;1.0198;-0.0237;0.1934;-4.1985;1.1069;-0.8092;30.6947;
10.814;1.0222;-0.0210;0.1998;-4.1908;0.9466;-0.9542;30.6947;
10.835;1.0237;-0.0220;0.1989;-4.3588;1.0153;-0.8550;30.7888;
10.856;1.0195;-0.0229;0.1995;-4.1298;0.9466;-0.8015;30.6947;
10.877;1.0164;-0.0212;0.2009;-4.1069;1.0153;-0.9160;30.6006;
10.898;1.0212;-0.0210;0.2014;-4.1985;0.9160;-0.8855;30.7888;
10.919;1.0176;-0.0203;0.1925;-4.2137;0.9847;-0.8244;30.6947;
10.940;1.0139;-0.0237;0.1986;-4.1679;1.2366;-0.8244;30.6947;
10.961;1.0225;-0.0247;0.2009;-4.1603;0.8015;-0.7405;30.6006;
10.983;1.0203;-0.0237;0.1956;-4.2443;0.9237;-0.6794;30.6947;
11.003;1.0181;-0.0193;0.2047;-4.1450;1.1145;-0.9084;30.6947;
11.024;1.0178;-0.0132;0.1934;-4.3359;1.0305;-0.8779;30.6947;
11.045;1.0110;-0.0225;0.1950;-4.2443;0.8321;-0.9084;30.6947;
11.066;1.0164;-0.0234;0.1961;-4.1985;1.0534;-0.9160;30.6947;
11.087;1.0203;-0.0256;0.1984;-4.0916;1.0153;-0.9695;30.6947;
11.108;1.0186;-0.0259;0.1992;-4.0763;0.9313;-0.9084;30.7888;
11.129;1.0212;-0.0166;0.2081;-4.2061;0.8931;-0.8779;30.6947;
11.150;1.0183;-0.0178;0.2053;-4.1069;1.0992;-0.8092;30.6947;
11.171;1.0081;-0.0234;0.2009;-4.1603;0.7634;-0.8473;30.6947;
11.192;1.0159;-0.0193;0.1948;-4.1374;0.8931;-0.7863;30.6947;
11.213;1.0212;-0.0208;0.2017;-4.1221;1.0229;-0.7863;30.7888;
11.234;1.0134;-0.0217;0.2003;-4.2443;1.0763;-1.0305;30.6947;
11.255;1.0166;-0.0195;0.1989;-4.3130;0.9618;-0.9924;30.7888;
11.276;1.0198;-0.0212;0.2095;-4.3435;0.9542;-0.8473;30.6947;
11.297;1.0200;-0.0193;0.2003;-4.3053;1.1374;-0.8779;30.6947;
11.318;1.0178;-0.0256;0.1895;-4.2443;1.1145;-0.9389;30.6947;
11.339;1.0146;-0.0164;0.1931;-4.4275;0.9771;-0.6260;30.6947;
11.360;1.0220;-0.0227;0.1964;-4.2824;1.0229;-0.9924;30.6947;
11.381;1.0159;-0.0222;0.2003;-4.1756;1.0916;-0.7863;30.7888;
11.402;1.0190;-0.0171;0.1942;-3.8626;0.9695;-0.7863;30.7888;
11.423;1.0173;-0.0198;0.1928;-4.1069;0.9389;-0.7786;30.6947;
11.444;1.0193;-0.0173;0.1948;-4.2061;0.9618;-1.0382;30.6947;
11.465;1.0186;-0.0159;0.1973;-4.1832;1.0687;-1.0534;30.6006;
11.486;1.0166;-0.0227;0.1978;-4.1679;1.2977;-0.8244;30.7888;
11.507;1.0144;-0.0229;0.1928;-4.2214;0.9771;-0.8626;30.6947;
11.528;1.0232;-0.0217;0.2061;-4.3282;1.0153;-0.9542;30.7888;
11.549;1.0132;-0.0208;0.2031;-4.1679;1.2214;-0.6794;30.6947;
11.570;1.0181;-0.0210;0.2000;-4.2061;0.9771;-0.6870;30.6947;
11.591;1.0183;-0.0212;0.1984;-4.2443;0.8244;-0.8473;30.6947;
11.612;1.0183;-0.0261;0.2086;-4.1069;0.9466;-0.8244;30.6947;
11.633;1.0183;-0.0251;0.2031;-4.0840;1.0763;-0.8550;30.6947;
11.654;1.0171;-0.0276;0.2078;-3.9695;0.9847;-0.7481;30.6947;
11.675;1.0210;-0.0222;0.1950;-4.0229;1.0534;-0.8855;30.6947;
11.696;1.0215;-0.0173;0.2031;-4.2977;1.0382;-0.8473;30.6947;
11.717;1.0178;-0.0198;0.2111;-4.2824;1.1145;-0.9924;30.6947;
11.738;1.0200;-0.0244;0.1978;-4.4733;1.1298;-0.8626;30.6947;
11.759;1.0200;-0.0200;0.1881;-4.1985;1.0611;-1.0763;30.6947;
11.780;1.0164;-0.0266;0.1981;-4.1832;1.0000;-0.8626;30.6947;
11.801;1.0205;-0.0176;0.1950;-4.2366;1.0840;-0.8168;30.6006;
11.822;1.0178;-0.0269;0.1992;-4.1527;0.9160;-0.9466;30.6947;
11.843;1.0203;-0.0181;0.1992;-4.0992;1.1603;-0.7328;30.6947;
11.864;1.0146;-0.0198;0.1909;-4.3664;1.0687;-0.6794;30.6947;
11.885;1.0198;-0.0200;0.1925;-4.1908;0.9008;-0.7176;30.6947;
11.906;1.0154;-0.0205;0.2053;-4.0992;0.9466;-0.9237;30.6947;
11.927;1.0208;-0.0190;0.1975;-4.1679;1.0458;-0.8779;30.7888;
11.948;1.0183;-0.0237;0.1995;-4.1527;1.1679;-0.6336;30.6947;
11.969;1.0129;-0.0190;0.1964;-4.2366;1.2366;-0.9389;30.7888;
11.990;1.0144;-0.0215;0.1981;-4.2977;0.8550;-0.9313;30.6947;
12.011;1.0188;-0.0181;0.1956;-4.1832;1.1832;-0.6412;30.6947;
12.032;1.0247;-0.0229;0.1961;-4.1603;1.0611;-0.7634;30.6006;
12.053;1.0186;-0.0203;0.1995;-4.0763;1.0916;-0.8550;30.6947;
12.074;1.0190;-0.0137;0.1998;-4.2672;0.9237;-0.9313;30.6947;
12.095;1.0215;-0.0227;0.2011;-4.1832;0.9847;-0.8550;30.6947;
12.116;1.0195;-0.0225;0.2039;-3.9847;1.0000;-1.0305;30.6947;
12.138;1.0166;-0.0144;0.2017;-4.3206;0.9237;-0.8473;30.6947;
12.158;1.0215;-0.0193;0.2028;-4.2061;1.0153;-0.7328;30.6006;
12.179;1.0164;-0.0198;0.2009;-4.2290;1.0229;-0.7634;30.6947;
12.200;1.0212;-0.0139;0.1973;-3.9237;0.9618;-0.9237;30.6947;
12.221;1.0134;-0.0251;0.2039;-4.1832;0.9924;-0.8321;30.6006;
12.242;1.0217;-0.0176;0.2006;-4.3206;1.0229;-0.8855;30.7888;
12.263;1.0247;-0.0195;0.1964;-4.1985;0.9160;-0.9313;30.6947;
12.284;1.0195;-0.0200;0.1984;-4.2137;1.0305;-0.8168;30.6947;
12.305;1.0227;-0.0205;0.1909;-4.1221;1.0611;-0.6641;30.6947;
12.326;1.0225;-0.0210;0.2017;-4.3282;1.0458;-0.8092;30.6947;
12.347;1.0183;-0.0256;0.1900;-4.0687;0.8092;-0.7939;30.6947;
12.368;1.0149;-0.0195;0.1917;-4.2137;0.9695;-0.9313;30.6947;
12.389;1.0225;-0.0215;0.1936;-4.1450;0.8626;-1.0305;30.6947;
12.410;1.0098;-0.0244;0.1931;-4.1145;0.9237;-0.8626;30.7888;
12.431;1.0188;-0.0237;0.1986;-4.1298;0.9771;-0.9160;30.6947;
12.452;1.0171;-0.0203;0.1973;-4.2672;0.9160;-0.6870;30.6006;
12.473;1.0171;-0.0188;0.1995;-4.1908;1.0916;-0.8244;30.6947;
12.494;1.0156;-0.0166;0.2014;-4.0840;1.0458;-0.8015;30.7888;
12.515;1.0151;-0.0225;0.2059;-4.1603;0.8779;-0.7557;30.6006;
12.536;1.0151;-0.0161;0.2000;-3.9924;0.8931;-0.8321;30.6006;
12.557;1.0208;-0.0249;0.1961;-4.0763;0.9466;-0.9847;30.6947;
12.578;1.0198;-0.0220;0.2011;-4.2519;1.2824;-0.7939;30.6947;
12.599;1.0146;-0.0200;0.1984;-4.0153;0.9618;-0.7939;30.6947;
12.620;1.0190;-0.0229;0.2045;-3.9389;1.0229;-0.7939;30.6947;
12.641;1.0232;-0.0217;0.1939;-4.1985;1.0534;-0.8855;30.6947;
12.662;1.0203;-0.0181;0.1973;-4.0916;0.9542;-0.7786;30.6947;
12.683;1.0176;-0.0168;0.1953;-4.2901;0.9924;-0.7099;30.6947;
12.704;1.0195;-0.0181;0.1978;-4.1832;1.0687;-1.0000;30.6006;
12.725;1.0181;-0.0186;0.2034;-4.1908;0.9389;-0.8779;30.6947;
12.746;1.0208;-0.0137;0.1967;-4.3511;0.9008;-0.8855;30.6006;
12.767;1.0227;-0.0210;0.1964;-4.1908;1.0611;-0.9389;30.6006;
12.788;1.0198;-0.0198;0.2006;-4.2748;1.0305;-0.8397;30.6947;
12.809;1.0168;-0.0186;0.2081;-4.0458;0.7786;-0.8244;30.6947;
12.830;1.0159;-0.0227;0.2022;-4.0611;1.0916;-0.8321;30.6947;
12.851;1.0154;-0.0188;0.1934;-4.2366;1.0458;-0.7252;30.6947;
12.872;1.0198;-0.0217;0.1989;-4.1756;0.9466;-0.8550;30.6947;
12.893;1.0217;-0.0215;0.1978;-4.1374;1.2290;-0.7328;30.6947;
12.914;1.0190;-0.0200;0.1970;-4.0534;0.9542;-0.8779;30.6947;
12.935;1.0171;-0.0178;0.2050;-4.3893;0.9466;-0.8931;30.6006;
12.956;1.0149;-0.0222;0.1950;-4.2672;1.0534;-0.8473;30.6947;
12.977;1.0156;-0.0232;0.2047;-4.1908;1.0534;-0.7405;30.6947;
12.998;1.0198;-0.0239;0.1967;-4.3130;0.9542;-0.8473;30.6947;
13.019;1.0186;-0.0220;0.1978;-4.1908;1.1069;-0.8702;30.6947;
13.040;1.0186;-0.0132;0.1984;-3.9008;0.9542;-0.6260;30.7888;
13.061;1.0173;-0.0190;0.2017;-4.3664;1.0534;-0.8015;30.6006;
13.082;1.0168;-0.0186;0.2020;-4.1832;0.8931;-0.8855;30.6947;
13.103;1.0168;-0.0208;0.2014;-4.1679;1.0000;-0.7710;30.6947;
13.124;1.0242;-0.0176;0.1939;-4.1145;1.0534;-0.8168;30.6006;
13.145;1.0178;-0.0227;0.1964;-4.1145;1.1832;-0.9389;30.6947;
13.166;1.0159;-0.0146;0.2014;-4.1450;1.1832;-0.8015;30.7888;
13.187;1.0195;-0.0229;0.1925;-4.4275;1.0229;-0.8702;30.6947;
13.208;1.0281;-0.0168;0.2020;-4.0458;0.9618;-0.7863;30.6947;
13.229;1.0164;-0.0161;0.1992;-4.0153;1.0763;-0.9084;30.6947;
13.250;1.0142;-0.0181;0.1995;-4.1527;1.0076;-0.7023;30.6947;
13.271;1.0161;-0.0198;0.2017;-4.0763;0.9695;-0.9160;30.6947;
13.292;1.0181;-0.0210;0.2031;-4.1069;1.0153;-0.8321;30.6006;
13.313;1.0195;-0.0164;0.1931;-4.0611;1.1069;-0.7710;30.6947;
13.334;1.0156;-0.0239;0.2017;-4.1985;0.9924;-0.8015;30.6947;
13.355;1.0134;-0.0239;0.1950;-4.2290;1.1603;-0.7557;30.6947;
13.376;1.0208;-0.0222;0.1970;-4.1069;0.9237;-0.8168;30.7888;
13.397;1.0200;-0.0247;0.2017;-4.2672;1.0687;-0.7710;30.6947;
13.418;1.0181;-0.0244;0.2047;-4.2977;1.0458;-0.8244;30.6947;
13.439;1.0186;-0.0200;0.2059;-4.2901;0.9008;-1.0305;30.6947;
13.460;1.0173;-0.0203;0.2031;-4.3664;0.9466;-0.8168;30.6947;
13.481;1.0181;-0.0203;0.2014;-4.2672;0.9924;-0.9008;30.7888;
13.502;1.0193;-0.0200;0.2014;-4.0305;1.0611;-0.8931;30.7888;
13.523;1.0203;-0.0220;0.1984;-4.1832;0.9389;-0.9389;30.6006;
13.544;1.0220;-0.0183;0.2034;-4.1679;0.9542;-0.8931;30.6947;
13.565;1.0164;-0.0217;0.2009;-4.0916;0.7710;-0.8092;30.6947;
13.586;1.0129;-0.0244;0.2020;-4.0305;1.1679;-0.9237;30.6947;
13.607;1.0168;-0.0176;0.2014;-4.1069;1.2290;-0.7557;30.6947;
13.628;1.0251;-0.0215;0.1903;-4.2748;1.0687;-0.5649;30.6947;
13.649;1.0208;-0.0215;0.1903;-4.2748;1.0763;-0.9466;30.6947;
13.670;1.0203;-0.0200;0.2064;-4.2672;1.0153;-0.9389;30.6947;
13.691;1.0198;-0.0164;0.1911;-4.1374;0.8321;-0.6107;30.6947;
13.712;1.0137;-0.0237;0.1995;-4.2519;0.9008;-0.9008;30.6947;
13.733;1.0208;-0.0234;0.2017;-4.2901;1.0076;-0.9924;30.6947;
13.754;1.0166;-0.0239;0.2039;-4.1450;0.8931;-0.7634;30.6947;
13.775;1.0205;-0.0186;0.2028;-4.0763;1.0382;-0.7710;30.6947;
13.796;1.0176;-0.0227;0.2100;-4.3053;1.0840;-0.8779;30.6006;
13.817;1.0159;-0.0215;0.1970;-4.2748;0.9542;-0.9618;30.6947;
13.838;1.0239;-0.0249;0.2025;-4.0840;1.2214;-0.6718;30.6947;
