Дата эксперимента: 29.10.2023 19:00:49
time;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Temperature
13.859;1.0159;-0.0249;0.1956;-4.1603;0.8855;-0.7405;30.7888;
13.880;1.0212;-0.0217;0.1989;-4.0763;1.0763;-0.9618;30.6947;
13.901;1.0164;-0.0171;0.1973;-4.0763;1.1145;-0.6947;30.7888;
13.922;1.0171;-0.0190;0.1981;-4.1450;1.0000;-0.7252;30.6947;
13.943;1.0200;-0.0166;0.2053;-4.1832;1.0687;-1.0076;30.6947;
13.964;1.0168;-0.0181;0.1934;-4.3893;1.1069;-0.7328;30.6947;
13.985;1.0154;-0.0229;0.1956;-4.1450;0.9084;-0.7863;30.6006;
14.006;1.0171;-0.0234;0.2034;-4.1069;0.9847;-0.9313;30.6947;
14.027;1.0178;-0.0190;0.1967;-3.9847;1.0076;-0.8168;30.6947;
14.048;1.0176;-0.0247;0.1984;-4.2443;0.9847;-0.9084;30.7888;
14.069;1.0198;-0.0271;0.2011;-4.1450;0.9771;-0.7481;30.6006;
14.090;1.0183;-0.0210;0.1939;-4.2214;0.9542;-0.8015;30.6947;
14.111;1.0168;-0.0256;0.2020;-4.1985;1.0076;-0.9771;30.7888;
14.132;1.0129;-0.0200;0.2045;-4.1069;1.0000;-0.8321;30.5065;
14.153;1.0156;-0.0166;0.1975;-4.2519;1.1374;-0.9924;30.6947;
14.174;1.0225;-0.0173;0.1995;-4.1832;0.7634;-0.9313;30.6947;
14.195;1.0159;-0.0195;0.2011;-4.0534;1.0305;-0.7405;30.6947;
14.216;1.0127;-0.0271;0.1995;-4.1756;0.9924;-0.7252;30.6006;
14.237;1.0186;-0.0220;0.2020;-4.1832;0.9160;-0.9008;30.7888;
14.258;1.0186;-0.0229;0.1981;-4.1832;1.0076;-1.0076;30.6947;
14.279;1.0183;-0.0151;0.1986;-4.0840;1.0763;-0.9237;30.6947;
14.300;1.0190;-0.0139;0.2003;-3.9542;0.8244;-0.9542;30.7888;
14.321;1.0261;-0.0220;0.2045;-4.1679;1.0840;-0.9313;30.6947;
14.342;1.0176;-0.0186;0.2006;-4.3053;1.0534;-0.7405;30.7888;
14.363;1.0151;-0.0215;0.2036;-4.2519;0.9924;-0.9084;30.6947;
14.384;1.0203;-0.0188;0.1975;-4.1450;1.0382;-0.6794;30.7888;
14.405;1.0229;-0.0229;0.1959;-4.1221;0.8931;-0.8168;30.7888;
14.426;1.0205;-0.0200;0.2092;-4.1298;1.0763;-0.5802;30.7888;
14.447;1.0178;-0.0229;0.2000;-4.5802;1.0458;-0.8244;30.6947;
14.468;1.0137;-0.0193;0.2014;-4.0840;1.1756;-1.0076;30.6006;
14.489;1.0195;-0.0156;0.2039;-4.2214;1.0611;-0.7786;30.6947;
14.510;1.0132;-0.0244;0.1986;-4.2061;1.0229;-0.9847;30.6947;
14.531;1.0212;-0.0247;0.2034;-4.2443;0.9847;-0.9695;30.6006;
14.552;1.0134;-0.0225;0.1970;-4.3130;0.9924;-0.7481;30.6947;
14.573;1.0173;-0.0161;0.1967;-4.2137;1.0763;-0.6336;30.6006;
14.594;1.0186;-0.0264;0.1978;-4.2824;1.0229;-0.8855;30.7888;
14.615;1.0188;-0.0261;0.2020;-4.4351;0.9160;-0.7405;30.6947;
14.636;1.0156;-0.0225;0.2017;-4.1679;1.0000;-0.8168;30.7888;
14.657;1.0242;-0.0227;0.2025;-4.2366;0.9542;-0.6565;30.6947;
14.678;1.0186;-0.0190;0.1975;-4.1756;1.1374;-0.9084;30.6947;
14.699;1.0208;-0.0173;0.2009;-4.2061;1.0992;-0.7939;30.6947;
14.720;1.0173;-0.0205;0.1964;-4.1603;1.1145;-0.8702;30.6947;
14.741;1.0159;-0.0242;0.1956;-4.0000;0.8855;-0.8626;30.6947;
14.762;1.0178;-0.0183;0.2003;-4.2366;1.0687;-0.9160;30.6006;
14.783;1.0154;-0.0261;0.2053;-4.0305;1.1221;-0.9008;30.6947;
14.804;1.0139;-0.0244;0.1914;-4.1298;1.0305;-0.9542;30.6947;
14.825;1.0225;-0.0139;0.1975;-4.2214;0.8244;-0.9618;30.6006;
14.846;1.0173;-0.0161;0.1978;-4.4046;1.0534;-0.8092;30.6947;
14.867;1.0103;-0.0232;0.1992;-4.2137;1.0534;-0.9237;30.6947;
14.888;1.0225;-0.0278;0.2003;-4.2595;1.0382;-0.7939;30.6947;
14.909;1.0212;-0.0208;0.2072;-4.2061;0.8626;-0.9084;30.6947;
14.930;1.0220;-0.0222;0.1986;-4.2595;1.2061;-0.7481;30.7888;
14.951;1.0242;-0.0229;0.1959;-4.3130;1.0992;-0.9160;30.6947;
14.972;1.0200;-0.0242;0.2072;-4.0687;1.0611;-0.9618;30.6947;
14.993;1.0261;-0.0234;0.1850;-4.0382;1.0153;-0.8473;30.6947;
15.014;1.0164;-0.0212;0.2108;-4.1985;0.9237;-0.8931;30.6006;
15.035;1.0239;-0.0215;0.2025;-4.1908;1.0229;-0.8473;30.6947;
15.056;1.0195;-0.0217;0.1975;-4.1527;0.8168;-0.9466;30.6947;
15.077;1.0205;-0.0203;0.1942;-4.0534;0.9695;-0.6870;30.6947;
15.098;1.0242;-0.0161;0.2003;-4.2519;0.9924;-0.7023;30.6947;
15.119;1.0178;-0.0215;0.2064;-4.2901;0.8779;-0.9084;30.6947;
15.140;1.0186;-0.0176;0.2045;-4.2137;1.0076;-0.9160;30.6947;
15.161;1.0154;-0.0181;0.2045;-4.3817;0.9847;-0.6947;30.6947;
15.182;1.0203;-0.0200;0.2158;-4.1832;1.1145;-0.8931;30.6947;
15.203;1.0203;-0.0144;0.1942;-4.4351;0.9466;-0.8855;30.6006;
15.224;1.0142;-0.0171;0.1986;-4.1756;0.8015;-0.9008;30.6947;
15.245;1.0166;-0.0171;0.2061;-4.1603;0.9847;-0.8855;30.6947;
15.266;1.0212;-0.0215;0.1995;-4.3053;0.9237;-0.9008;30.6947;
15.287;1.0212;-0.0193;0.2075;-4.1832;1.0076;-0.7634;30.6006;
15.308;1.0127;-0.0137;0.2125;-4.0916;0.9008;-0.7634;30.6947;
15.329;1.0198;-0.0273;0.1942;-4.1298;0.9237;-0.7405;30.6947;
15.350;1.0205;-0.0195;0.1975;-4.2061;1.1374;-0.8550;30.6947;
15.371;1.0166;-0.0227;0.1900;-4.2901;0.9389;-0.9389;30.6947;
15.392;1.0203;-0.0156;0.1936;-4.1756;0.8626;-0.9237;30.6947;
15.413;1.0176;-0.0195;0.2014;-4.2061;0.8779;-0.9618;30.6947;
15.434;1.0239;-0.0188;0.1984;-4.0229;1.0153;-0.7328;30.6947;
15.455;1.0181;-0.0198;0.2003;-4.0763;0.8473;-0.8397;30.6947;
15.476;1.0217;-0.0271;0.1992;-4.1756;0.9924;-0.9466;30.6947;
15.497;1.0237;-0.0161;0.2031;-4.1832;1.2061;-0.9924;30.7888;
15.518;1.0225;-0.0176;0.2045;-4.2672;0.9389;-0.5191;30.7888;
15.539;1.0205;-0.0212;0.1934;-4.0992;1.0153;-0.8244;30.6947;
15.560;1.0195;-0.0171;0.2031;-4.0458;0.9237;-0.8855;30.6947;
15.581;1.0166;-0.0205;0.1998;-4.1832;1.0458;-0.8473;30.6947;
15.602;1.0176;-0.0244;0.2017;-4.2290;0.9771;-0.8550;30.7888;
15.623;1.0176;-0.0161;0.2039;-4.3206;1.0534;-0.7710;30.6947;
15.644;1.0176;-0.0183;0.1995;-4.2672;1.1679;-0.8550;30.6947;
15.665;1.0159;-0.0205;0.1970;-4.1374;0.8855;-0.6641;30.6947;
15.686;1.0190;-0.0190;0.2009;-4.2977;1.0763;-0.6947;30.6947;
15.707;1.0217;-0.0227;0.1992;-4.0000;0.9771;-0.8550;30.6947;
15.728;1.0220;-0.0215;0.1950;-4.2290;0.8779;-0.7710;30.6947;
15.749;1.0151;-0.0249;0.1959;-4.0305;0.9847;-0.7939;30.7888;
15.770;1.0256;-0.0195;0.2028;-4.0305;0.9313;-0.8779;30.6947;
15.791;1.0168;-0.0208;0.1942;-4.0534;0.7328;-0.8244;30.6947;
15.812;1.0151;-0.0225;0.1948;-4.0840;1.0534;-0.7252;30.6006;
15.833;1.0161;-0.0188;0.2059;-4.1221;0.9618;-0.7099;30.6947;
15.854;1.0210;-0.0200;0.2003;-4.3435;0.9313;-0.8473;30.6947;
15.875;1.0205;-0.0186;0.2028;-4.3588;1.0382;-0.7786;30.6947;
15.896;1.0188;-0.0205;0.2022;-4.2901;1.0076;-0.7939;30.6947;
15.917;1.0144;-0.0251;0.2039;-4.1832;0.9466;-0.9847;30.7888;
15.938;1.0242;-0.0212;0.1967;-4.0992;1.0763;-0.9542;30.6947;
15.959;1.0156;-0.0139;0.1964;-4.0840;1.0229;-0.7405;30.6947;
15.980;1.0171;-0.0259;0.2039;-4.2519;1.0153;-0.8473;30.7888;
16.001;1.0220;-0.0249;0.1998;-4.1679;0.8168;-1.0458;30.6947;
16.022;1.0227;-0.0193;0.2006;-4.2061;1.0229;-0.7176;30.6947;
16.043;1.0149;-0.0237;0.1950;-4.0229;1.0305;-0.8626;30.6947;
16.064;1.0168;-0.0237;0.2036;-4.1145;0.9313;-0.8779;30.6947;
16.085;1.0181;-0.0164;0.2042;-4.1985;1.0229;-0.8015;30.6947;
16.106;1.0137;-0.0193;0.1953;-4.2595;0.9237;-0.9847;30.6006;
16.127;1.0173;-0.0254;0.2053;-4.1527;1.1298;-0.9160;30.6947;
16.148;1.0198;-0.0144;0.1956;-4.1069;0.9771;-0.8550;30.6947;
16.169;1.0183;-0.0229;0.2061;-4.2901;0.8473;-0.8015;30.6947;
16.190;1.0171;-0.0200;0.1981;-4.0000;0.9924;-0.8015;30.6947;
16.211;1.0151;-0.0259;0.1984;-4.1298;0.9695;-0.7786;30.6947;
16.232;1.0183;-0.0278;0.1975;-4.1221;0.8626;-0.7863;30.6947;
16.253;1.0151;-0.0176;0.1942;-4.2443;0.9313;-0.7481;30.6947;
16.274;1.0173;-0.0151;0.1945;-4.0382;1.0229;-0.9160;30.6947;
16.295;1.0225;-0.0195;0.1950;-4.1908;1.0458;-0.9084;30.6947;
16.316;1.0186;-0.0195;0.1978;-4.1603;0.9847;-0.8092;30.6947;
16.337;1.0159;-0.0222;0.2061;-4.1908;1.0229;-0.8855;30.6947;
16.358;1.0195;-0.0222;0.1856;-4.1603;1.1603;-0.8168;30.6947;
16.379;1.0217;-0.0222;0.1992;-4.1145;0.9084;-0.9313;30.6006;
16.400;1.0227;-0.0225;0.1973;-4.2366;1.0153;-0.9542;30.7888;
16.421;1.0210;-0.0198;0.1948;-4.1908;1.0534;-0.8550;30.6006;
16.442;1.0242;-0.0259;0.2059;-4.1221;1.0992;-0.8702;30.5065;
16.463;1.0164;-0.0225;0.1911;-4.2214;0.9771;-0.7710;30.6947;
16.484;1.0171;-0.0220;0.2061;-4.0611;1.0153;-0.6718;30.6947;
16.505;1.0142;-0.0232;0.1973;-4.0992;1.0840;-0.6947;30.6947;
16.526;1.0173;-0.0239;0.2047;-4.1221;0.9313;-0.7099;30.6947;
16.547;1.0181;-0.0225;0.2100;-4.1145;1.0382;-0.7099;30.6947;
16.568;1.0232;-0.0168;0.1989;-4.1603;1.0305;-0.8397;30.6947;
16.589;1.0173;-0.0208;0.1906;-4.1221;1.2519;-0.9618;30.6947;
16.610;1.0225;-0.0225;0.2072;-4.2519;1.0534;-0.7786;30.7888;
16.631;1.0137;-0.0176;0.1873;-4.2061;1.1603;-0.8473;30.6947;
16.652;1.0212;-0.0234;0.2028;-4.1985;1.0840;-0.8779;30.6006;
16.673;1.0195;-0.0200;0.1989;-4.1756;0.9695;-0.8092;30.6947;
16.694;1.0217;-0.0229;0.2014;-4.2977;0.9924;-0.7710;30.6947;
16.715;1.0186;-0.0200;0.2022;-4.0458;0.8321;-0.9160;30.6947;
16.736;1.0227;-0.0232;0.2025;-4.0763;1.0076;-0.9008;30.7888;
16.757;1.0212;-0.0198;0.1961;-4.1603;1.0534;-0.9160;30.6947;
16.778;1.0183;-0.0229;0.2034;-4.3206;1.0763;-0.7786;30.6947;
16.799;1.0190;-0.0186;0.1945;-4.0153;0.8092;-0.7939;30.6006;
16.820;1.0227;-0.0156;0.2070;-4.0076;0.8321;-0.9084;30.6006;
16.841;1.0227;-0.0166;0.2028;-4.2672;1.0916;-0.7328;30.7888;
16.862;1.0164;-0.0198;0.1986;-4.1527;1.0305;-0.9542;30.6006;
16.883;1.0212;-0.0198;0.1961;-4.1832;1.0153;-0.7786;30.6947;
16.904;1.0095;-0.0251;0.2056;-4.2214;0.9847;-0.7939;30.6947;
16.925;1.0229;-0.0227;0.2020;-4.2443;0.9847;-0.7557;30.7888;
16.946;1.0244;-0.0251;0.2000;-4.1908;0.9389;-0.9695;30.6947;
16.967;1.0242;-0.0239;0.1945;-4.0687;0.9542;-0.7557;30.6947;
16.988;1.0134;-0.0217;0.1964;-3.9695;0.8473;-0.6489;30.7888;
17.009;1.0146;-0.0132;0.1895;-4.2366;1.0687;-0.9389;30.6947;
17.030;1.0256;-0.0171;0.1998;-4.0076;0.9466;-0.8855;30.6947;
17.051;1.0193;-0.0178;0.1906;-4.1832;0.9695;-0.8092;30.6947;
17.072;1.0215;-0.0188;0.2061;-4.2214;0.8931;-0.7939;30.6947;
17.093;1.0186;-0.0186;0.2036;-4.0916;1.0000;-0.8321;30.6947;
17.114;1.0151;-0.0161;0.1967;-4.1527;1.1069;-0.7481;30.6947;
17.135;1.0212;-0.0215;0.1970;-4.1756;1.0611;-0.6412;30.6006;
17.156;1.0208;-0.0232;0.1984;-4.0458;1.0229;-1.0916;30.7888;
17.177;1.0212;-0.0176;0.1973;-4.1221;0.9695;-0.8397;30.7888;
17.198;1.0117;-0.0193;0.2003;-4.1908;0.9924;-0.7710;30.7888;
17.219;1.0186;-0.0227;0.2064;-4.5038;0.9237;-0.9618;30.6947;
17.240;1.0176;-0.0242;0.1964;-4.1679;1.0992;-0.9466;30.6947;
17.261;1.0225;-0.0144;0.2053;-4.3282;0.8397;-0.7481;30.6947;
17.282;1.0149;-0.0256;0.1900;-4.1450;1.0305;-0.7481;30.6947;
17.303;1.0168;-0.0190;0.1961;-4.2290;0.9313;-0.8550;30.6947;
17.324;1.0190;-0.0203;0.1981;-4.2290;1.2519;-0.7328;30.6947;
17.345;1.0208;-0.0247;0.1909;-4.2824;0.9160;-0.7252;30.6947;
17.366;1.0181;-0.0181;0.2000;-4.1756;1.0916;-0.7786;30.6947;
17.387;1.0142;-0.0164;0.1981;-4.1603;1.0611;-0.7786;30.6947;
17.408;1.0137;-0.0183;0.1989;-4.0382;0.9313;-0.9160;30.6947;
17.429;1.0229;-0.0154;0.2014;-4.2672;1.0076;-0.8321;30.6006;
17.450;1.0198;-0.0249;0.2108;-4.1298;1.1221;-0.8397;30.6947;
17.471;1.0186;-0.0183;0.2006;-4.0153;1.0229;-0.7634;30.7888;
17.492;1.0171;-0.0164;0.2011;-4.0153;1.0000;-0.9008;30.6947;
17.513;1.0190;-0.0173;0.1928;-4.0687;1.1221;-0.7252;30.6947;
17.534;1.0181;-0.0176;0.1859;-4.1221;1.0153;-0.8855;30.6947;
17.555;1.0178;-0.0200;0.2047;-4.3817;1.0229;-0.8015;30.6947;
17.576;1.0127;-0.0210;0.1978;-4.3817;0.9924;-0.7023;30.6947;
17.597;1.0217;-0.0208;0.1992;-4.2748;1.0153;-0.7786;30.6947;
17.618;1.0144;-0.0200;0.1875;-4.3511;0.9237;-0.9084;30.6947;
17.639;1.0181;-0.0146;0.1998;-4.1298;0.8702;-0.8702;30.6947;
17.660;1.0156;-0.0139;0.2053;-4.0840;0.9160;-0.7557;30.6947;
17.681;1.0205;-0.0198;0.1984;-4.1221;1.1374;-0.5802;30.6947;
17.702;1.0195;-0.0227;0.1953;-3.9466;0.8397;-0.9008;30.7888;
17.723;1.0176;-0.0203;0.1920;-4.1908;0.9160;-0.8931;30.6947;
17.744;1.0200;-0.0237;0.2009;-4.2290;1.2519;-0.8321;30.6947;
17.765;1.0181;-0.0193;0.1995;-4.1679;0.9389;-0.8626;30.7888;
17.786;1.0208;-0.0217;0.1948;-4.3664;0.8550;-0.8779;30.6947;
17.807;1.0178;-0.0220;0.1973;-4.0992;1.1298;-0.8015;30.6947;
17.828;1.0125;-0.0225;0.2022;-4.1298;0.9771;-0.9771;30.6947;
17.849;1.0156;-0.0183;0.2036;-3.9695;1.0611;-0.9466;30.6947;
17.870;1.0242;-0.0225;0.1950;-4.1298;0.9466;-0.7939;30.7888;
17.891;1.0190;-0.0220;0.2028;-4.2290;1.0534;-1.0305;30.6006;
17.912;1.0183;-0.0205;0.2011;-4.0458;1.0229;-0.8855;30.6947;
17.933;1.0256;-0.0173;0.1964;-3.9313;0.8855;-0.7481;30.6947;
17.954;1.0203;-0.0181;0.2039;-4.0916;0.9313;-0.8397;30.6947;
17.975;1.0137;-0.0212;0.1970;-4.1450;0.9237;-0.7405;30.7888;
17.996;1.0178;-0.0156;0.1989;-4.3130;1.2061;-0.7328;30.6947;
18.017;1.0190;-0.0142;0.1953;-4.1298;1.1145;-0.8321;30.6947;
18.038;1.0217;-0.0232;0.2070;-4.2214;0.9313;-0.9237;30.6947;
18.059;1.0129;-0.0242;0.1956;-4.2977;1.0611;-0.7481;30.6947;
18.080;1.0164;-0.0193;0.1981;-4.1908;0.9771;-0.8092;30.6006;
18.101;1.0247;-0.0215;0.1917;-4.1985;0.9618;-0.8168;30.6947;
18.122;1.0156;-0.0176;0.1928;-4.2137;1.0458;-0.8168;30.6947;
18.143;1.0234;-0.0168;0.1964;-4.1298;0.9542;-0.7863;30.6947;
18.164;1.0208;-0.0205;0.1884;-4.1756;1.0992;-0.8168;30.6947;
18.185;1.0208;-0.0266;0.1942;-4.1221;0.9542;-1.0992;30.6947;
18.206;1.0181;-0.0190;0.1975;-4.2443;0.8855;-0.7863;30.6947;
18.227;1.0159;-0.0181;0.1917;-4.1832;0.9389;-0.6107;30.6947;
18.248;1.0161;-0.0176;0.1953;-4.0916;1.0000;-0.9008;30.6006;
18.269;1.0193;-0.0171;0.1961;-4.1908;0.8779;-0.8779;30.6947;
18.290;1.0249;-0.0212;0.1942;-4.5038;1.1450;-0.7023;30.6947;
18.311;1.0225;-0.0181;0.2089;-4.2672;1.0305;-0.8473;30.6947;
18.332;1.0144;-0.0176;0.1925;-4.0382;1.0458;-0.9924;30.6947;
18.353;1.0222;-0.0220;0.1973;-4.2061;1.0763;-0.6565;30.6947;
18.374;1.0200;-0.0215;0.1992;-4.1069;1.0153;-0.8626;30.6947;
18.395;1.0222;-0.0239;0.1906;-3.9313;0.9542;-0.8473;30.6006;
18.416;1.0188;-0.0190;0.1986;-4.0534;0.8168;-0.7176;30.6947;
18.437;1.0171;-0.0151;0.1978;-4.3130;0.9160;-0.7023;30.6947;
18.458;1.0181;-0.0181;0.2059;-4.2595;0.9160;-0.9695;30.6947;
18.479;1.0222;-0.0181;0.1925;-4.1145;1.0382;-0.8626;30.6006;
18.500;1.0183;-0.0232;0.2025;-4.0840;0.9160;-0.7328;30.6947;
18.521;1.0195;-0.0193;0.1984;-4.2137;0.9771;-0.9160;30.6947;
18.542;1.0161;-0.0234;0.1995;-4.1985;1.0153;-0.8092;30.7888;
18.563;1.0190;-0.0220;0.1978;-4.3588;1.0840;-0.7176;30.7888;
18.584;1.0181;-0.0161;0.2000;-4.1908;1.1145;-0.6718;30.6947;
18.605;1.0210;-0.0193;0.2000;-4.3511;1.1298;-0.8244;30.6947;
18.626;1.0212;-0.0200;0.1970;-4.0992;0.8626;-0.9313;30.6947;
18.647;1.0212;-0.0210;0.1928;-4.1832;0.9084;-0.7786;30.6947;
18.668;1.0217;-0.0266;0.1992;-4.1832;1.1069;-0.5573;30.6947;
18.689;1.0195;-0.0190;0.1992;-4.1298;1.0916;-0.9618;30.6947;
18.710;1.0168;-0.0203;0.1942;-4.1832;0.9542;-0.9084;30.7888;
18.731;1.0171;-0.0195;0.1917;-4.2672;1.1221;-0.9008;30.6947;
18.752;1.0142;-0.0225;0.1903;-4.3282;0.9771;-1.0076;30.6947;
18.774;1.0188;-0.0220;0.1975;-4.0611;1.0305;-1.0382;30.6947;
18.794;1.0225;-0.0254;0.1995;-4.2214;1.1069;-0.8244;30.6947;
18.815;1.0195;-0.0188;0.2047;-4.1679;1.0458;-0.6947;30.6947;
18.836;1.0273;-0.0190;0.1989;-4.1145;0.8779;-0.9466;30.6947;
18.857;1.0139;-0.0171;0.1903;-4.1145;1.0458;-0.9084;30.6947;
18.878;1.0173;-0.0251;0.2045;-4.0916;0.9237;-0.7634;30.6947;
18.899;1.0200;-0.0242;0.1984;-4.1221;0.9466;-0.8779;30.6947;
18.920;1.0142;-0.0161;0.2064;-4.2366;0.9542;-0.8626;30.6947;
18.941;1.0183;-0.0222;0.1945;-4.4351;1.0000;-0.6794;30.6947;
18.962;1.0178;-0.0227;0.1989;-4.4351;1.1221;-0.8550;30.6947;
18.983;1.0173;-0.0251;0.2009;-4.2137;0.7863;-0.7710;30.6947;
19.004;1.0208;-0.0210;0.1945;-4.2901;1.0000;-0.8015;30.6947;
19.025;1.0210;-0.0215;0.1936;-4.2595;0.9771;-0.7557;30.6947;
19.046;1.0151;-0.0176;0.1887;-4.0382;0.9618;-0.7481;30.6947;
19.067;1.0173;-0.0208;0.2031;-4.0687;0.9924;-0.9008;30.6947;
19.088;1.0200;-0.0164;0.1973;-4.1985;0.9847;-0.8321;30.7888;
19.109;1.0247;-0.0203;0.2075;-4.0000;1.1679;-0.8168;30.6947;
19.130;1.0190;-0.0198;0.2036;-4.1756;1.0763;-1.0458;30.7888;
19.151;1.0208;-0.0198;0.1998;-4.3588;1.1145;-0.8244;30.6006;
19.172;1.0212;-0.0215;0.1934;-4.0992;1.0076;-0.9313;30.8829;
19.193;1.0161;-0.0115;0.1989;-4.2061;1.0687;-0.8626;30.6947;
19.214;1.0154;-0.0178;0.1975;-4.3206;1.0611;-0.9389;30.6947;
19.235;1.0188;-0.0198;0.1934;-4.3130;0.7481;-0.7634;30.6947;
19.256;1.0195;-0.0217;0.1942;-4.2290;0.7710;-0.7405;30.7888;
19.277;1.0229;-0.0183;0.1984;-4.2137;1.1069;-1.0687;30.6947;
19.298;1.0203;-0.0215;0.1998;-4.0840;0.9847;-0.8626;30.6947;
19.319;1.0215;-0.0198;0.2034;-4.5115;1.0687;-0.7863;30.7888;
19.340;1.0232;-0.0256;0.1973;-3.8092;1.2137;-0.9618;30.6947;
19.361;1.0142;-0.0173;0.2020;-4.2595;1.1221;-0.8779;30.6947;
19.382;1.0195;-0.0212;0.1956;-4.0687;0.9695;-0.8626;30.8829;
19.403;1.0242;-0.0210;0.2028;-4.1069;0.9924;-0.8015;30.7888;
19.424;1.0215;-0.0232;0.2022;-4.2748;1.2214;-0.9160;30.6947;
19.445;1.0171;-0.0244;0.2081;-4.2214;0.9389;-1.0229;30.6947;
19.466;1.0171;-0.0222;0.1978;-4.1679;0.9695;-0.7786;30.6947;
19.487;1.0188;-0.0203;0.1959;-4.0305;0.9847;-0.7557;30.6947;
19.508;1.0188;-0.0198;0.2047;-4.1450;0.9466;-1.0000;30.6947;
19.529;1.0210;-0.0171;0.1961;-4.3282;0.9542;-0.7099;30.6947;
19.550;1.0120;-0.0203;0.1992;-4.0534;1.0763;-0.6947;30.6947;
19.571;1.0210;-0.0181;0.1961;-4.2061;1.2672;-0.9160;30.6947;
19.592;1.0139;-0.0186;0.2070;-4.1832;1.0305;-0.8931;30.6947;
19.613;1.0217;-0.0159;0.1964;-4.1603;1.0076;-0.9847;30.6947;
19.634;1.0164;-0.0242;0.1964;-4.1374;0.9466;-0.8168;30.6947;
19.655;1.0193;-0.0146;0.1931;-4.3664;0.9084;-0.9771;30.7888;
19.676;1.0251;-0.0227;0.1945;-4.2672;0.8397;-0.7405;30.6947;
19.697;1.0183;-0.0212;0.1981;-4.2672;1.0000;-0.7710;30.6947;
19.718;1.0178;-0.0146;0.2025;-4.1832;0.9313;-0.8397;30.6947;
19.739;1.0225;-0.0269;0.1964;-4.2901;0.9160;-0.7939;30.6947;
19.760;1.0193;-0.0173;0.2050;-4.3817;0.7863;-0.7710;30.6947;
19.781;1.0181;-0.0205;0.2011;-4.0992;1.0000;-0.8626;30.6947;
19.802;1.0186;-0.0244;0.2028;-4.0916;1.1527;-0.9771;30.6947;
19.823;1.0154;-0.0168;0.1970;-4.1069;0.9084;-0.7481;30.6947;
19.844;1.0215;-0.0200;0.1964;-4.0916;1.0229;-0.8473;30.6947;
19.865;1.0193;-0.0271;0.1945;-4.3969;0.9618;-0.8702;30.6947;
19.886;1.0188;-0.0200;0.2042;-4.2519;1.1145;-0.8244;30.6947;
19.907;1.0181;-0.0278;0.2050;-4.2366;0.9466;-0.8702;30.7888;
19.928;1.0176;-0.0178;0.2006;-4.2519;0.9237;-0.8397;30.6947;
19.949;1.0154;-0.0232;0.1950;-4.0458;0.9924;-0.8092;30.6006;
19.970;1.0142;-0.0181;0.1950;-4.3282;0.8244;-0.6336;30.7888;
19.991;1.0203;-0.0232;0.2078;-4.2901;1.0611;-0.7710;30.6947;
20.012;1.0212;-0.0208;0.2039;-4.1908;0.9924;-0.7710;30.6947;
20.033;1.0171;-0.0215;0.1961;-4.2214;1.0076;-1.0305;30.7888;
20.054;1.0198;-0.0198;0.2022;-4.1527;0.8702;-0.8779;30.6947;
20.075;1.0151;-0.0193;0.2061;-4.2977;1.0076;-0.8550;30.7888;
20.096;1.0225;-0.0212;0.1975;-4.2672;1.0458;-0.8702;30.6947;
20.117;1.0146;-0.0251;0.2025;-4.0611;1.0687;-0.7634;30.6947;
20.138;1.0181;-0.0237;0.2081;-4.2443;0.8779;-0.8779;30.6947;
20.159;1.0168;-0.0220;0.2053;-4.1450;1.2137;-0.7023;30.7888;
20.180;1.0212;-0.0210;0.1942;-4.0153;1.0229;-0.8092;30.7888;
20.201;1.0129;-0.0171;0.1945;-4.2977;1.1069;-0.7939;30.7888;
20.222;1.0149;-0.0210;0.2047;-4.3206;0.9313;-0.9084;30.6947;
20.243;1.0183;-0.0159;0.2022;-4.3588;0.9924;-1.0076;30.6947;
20.272;1.0164;-0.0203;0.1986;-4.3130;1.1298;-0.5649;30.6947;
20.285;1.0142;-0.0251;0.1923;-4.1985;1.1145;-0.8015;30.6947;
20.306;1.0154;-0.0217;0.2100;-4.2672;0.9618;-0.8397;30.6947;
20.327;1.0161;-0.0154;0.2064;-4.0763;1.0916;-0.7939;30.7888;
20.348;1.0200;-0.0176;0.1986;-4.1679;1.0687;-0.6870;30.7888;
20.369;1.0229;-0.0154;0.1973;-4.1756;0.9237;-0.8092;30.6947;
20.391;1.0205;-0.0193;0.2034;-4.3740;0.8626;-0.6336;30.6947;
20.411;1.0129;-0.0261;0.1964;-4.1374;1.0305;-0.7557;30.7888;
20.432;1.0208;-0.0203;0.1992;-4.3206;1.0000;-0.7328;30.6947;
20.453;1.0159;-0.0247;0.1931;-4.1145;0.9771;-0.9542;30.6947;
20.474;1.0137;-0.0208;0.2025;-4.0229;1.0076;-0.6107;30.7888;
20.500;1.0176;-0.0220;0.2092;-3.9084;0.9084;-0.7405;30.7888;
20.516;1.0239;-0.0161;0.1950;-4.2061;0.9924;-0.8550;30.6947;
20.537;1.0129;-0.0183;0.2003;-4.2137;0.9084;-0.7557;30.6006;
20.558;1.0205;-0.0208;0.1964;-4.0076;0.8550;-0.7634;30.7888;
20.579;1.0127;-0.0208;0.2011;-4.0611;0.9466;-0.9618;30.6947;
20.600;1.0217;-0.0146;0.1970;-4.1985;0.9847;-0.8397;30.6006;
20.621;1.0173;-0.0229;0.1995;-4.1374;0.8550;-0.9160;30.6947;
