Дата эксперимента: 31.10.2023 21:20:26
time;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Temperature
25.487;1.0178;-0.0044;0.2713;-4.0458;1.1374;-0.8321;29.9418;
25.508;1.0122;-0.0066;0.2788;-4.2061;0.9160;-0.7481;30.0359;
25.529;1.0068;-0.0034;0.2763;-4.1145;0.8931;-0.9313;29.9418;
25.550;1.0129;-0.0073;0.2741;-4.3053;0.9542;-0.8855;30.0359;
25.571;1.0020;-0.0032;0.2735;-4.0992;1.0992;-0.8473;30.0359;
25.592;1.0132;-0.0039;0.2672;-4.1221;1.0153;-0.7863;30.0359;
25.613;1.0095;-0.0059;0.2769;-4.2214;1.0916;-0.8550;29.9418;
25.634;1.0146;-0.0037;0.2766;-4.3817;0.9771;-0.7863;29.9418;
25.655;1.0144;-0.0034;0.2783;-4.1374;0.9695;-0.7786;30.0359;
25.676;1.0105;-0.0024;0.2719;-4.2824;0.9771;-0.8779;29.9418;
25.697;1.0105;-0.0034;0.2846;-4.2977;0.8931;-1.0611;30.0359;
25.718;1.0137;-0.0027;0.2871;-4.3282;1.0916;-0.9008;30.0359;
25.739;1.0151;-0.0073;0.2838;-4.1069;1.2214;-0.7557;29.9418;
25.760;1.0066;-0.0002;0.2855;-4.0534;0.9924;-0.7939;29.9418;
25.781;1.0107;-0.0051;0.2749;-3.9466;0.9160;-0.9542;29.9418;
25.802;1.0117;-0.0095;0.2697;-4.0305;1.1145;-0.9542;30.0359;
25.823;1.0120;-0.0066;0.2833;-4.2901;1.1298;-1.0229;29.9418;
25.844;1.0083;-0.0034;0.2733;-4.2137;0.9084;-0.9542;30.0359;
25.865;1.0100;-0.0017;0.2716;-4.1374;1.0000;-1.0229;29.9418;
25.886;1.0122;-0.0034;0.2711;-4.2137;1.1069;-0.8473;29.9418;
25.907;1.0083;-0.0071;0.2672;-4.3206;0.9542;-1.0382;30.0359;
25.928;1.0117;-0.0037;0.2741;-4.1679;1.0382;-0.9695;30.0359;
25.949;1.0098;-0.0044;0.2788;-4.4427;0.9160;-0.7939;29.9418;
25.970;1.0176;-0.0063;0.2713;-4.2519;0.9847;-0.7710;30.0359;
25.991;1.0110;-0.0007;0.2838;-4.0534;1.2061;-1.0229;30.0359;
26.012;1.0063;-0.0081;0.2821;-4.1603;1.2519;-0.8931;30.0359;
26.033;1.0085;-0.0063;0.2769;-4.0916;1.0000;-0.8550;29.9418;
26.054;1.0090;0.0010;0.2824;-4.1756;1.0000;-0.8931;29.9418;
26.075;1.0078;-0.0059;0.2688;-4.0992;1.0076;-0.8473;29.8476;
26.096;1.0127;-0.0024;0.2788;-4.0992;1.1298;-0.9618;30.0359;
26.117;1.0161;-0.0042;0.2849;-4.1450;0.8092;-0.9313;30.0359;
26.139;1.0120;-0.0029;0.2744;-4.4809;1.1069;-0.7328;29.9418;
26.161;1.0098;-0.0034;0.2772;-4.2290;1.0000;-0.8855;29.9418;
26.182;1.0137;-0.0078;0.2777;-4.1298;1.0763;-0.7557;30.0359;
26.203;1.0061;-0.0039;0.2791;-4.3053;1.0382;-0.7023;30.0359;
26.224;1.0146;-0.0051;0.2777;-4.2519;1.1450;-0.8931;29.9418;
26.245;1.0076;0.0005;0.2760;-4.3206;0.9466;-0.9466;30.0359;
26.266;1.0085;-0.0071;0.2808;-4.1298;1.1527;-0.9847;29.9418;
26.287;1.0100;-0.0032;0.2730;-4.1679;1.0687;-0.8473;29.9418;
26.308;1.0115;-0.0076;0.2744;-4.2672;0.8626;-0.8321;29.8476;
26.329;1.0137;-0.0029;0.2805;-4.4122;1.1298;-0.8397;29.9418;
26.350;1.0054;0.0000;0.2716;-4.1221;1.1374;-0.7328;30.0359;
26.371;1.0129;-0.0005;0.2683;-3.9389;0.9389;-0.7634;29.9418;
26.392;1.0181;-0.0100;0.2747;-4.1069;1.0763;-0.7634;30.0359;
26.413;1.0054;-0.0059;0.2699;-4.1603;0.9847;-1.0382;30.0359;
26.434;1.0085;-0.0049;0.2799;-4.1603;1.1985;-0.8397;30.0359;
26.455;1.0149;0.0024;0.2785;-4.0229;1.0305;-0.7252;29.8476;
26.476;1.0100;-0.0061;0.2788;-4.0305;0.9466;-0.8473;30.0359;
26.497;1.0103;-0.0078;0.2633;-4.2824;0.9466;-0.9008;29.8476;
26.518;1.0154;-0.0061;0.2741;-4.2366;0.9008;-0.9160;30.0359;
26.539;1.0125;-0.0061;0.2733;-4.2519;0.9771;-0.9847;29.9418;
26.560;1.0115;-0.0051;0.2763;-4.1832;1.1069;-0.8015;30.0359;
26.581;1.0042;-0.0046;0.2785;-4.2443;1.0229;-0.8779;30.0359;
26.602;1.0164;0.0010;0.2747;-4.1374;1.1069;-0.7939;29.9418;
26.623;1.0093;-0.0022;0.2730;-4.0992;0.9466;-1.0611;29.9418;
26.644;1.0081;-0.0068;0.2724;-4.1603;0.9695;-0.9466;30.0359;
26.665;1.0107;-0.0042;0.2738;-4.1756;1.0153;-0.8015;30.1300;
26.686;1.0117;-0.0066;0.2663;-4.1832;1.1221;-0.9237;29.9418;
26.707;1.0068;-0.0063;0.2686;-4.2137;1.0611;-0.9237;30.0359;
26.728;1.0076;-0.0090;0.2688;-4.2061;1.0534;-0.6947;30.0359;
26.749;1.0115;-0.0007;0.2799;-4.0382;1.0153;-1.0229;30.0359;
26.770;1.0115;-0.0049;0.2733;-4.1527;1.0229;-0.9618;29.9418;
26.791;1.0159;-0.0081;0.2713;-4.1908;0.8626;-0.7405;30.1300;
26.813;1.0146;0.0005;0.2747;-4.2061;0.8855;-0.8321;30.0359;
26.834;1.0134;-0.0095;0.2794;-4.2672;1.1450;-0.9008;29.9418;
26.855;1.0063;0.0000;0.2827;-4.3740;1.0992;-0.9466;29.9418;
26.876;1.0129;0.0000;0.2833;-4.1756;1.0000;-0.8550;29.9418;
26.897;1.0090;-0.0125;0.2763;-4.1756;0.9542;-1.0229;30.0359;
26.918;1.0098;-0.0017;0.2821;-4.1069;0.8855;-0.9389;29.9418;
26.939;1.0129;-0.0095;0.2808;-4.0382;0.8321;-0.9466;29.9418;
26.960;1.0129;-0.0034;0.2763;-4.1298;0.8779;-0.5267;30.0359;
26.981;1.0129;-0.0039;0.2797;-4.2748;1.0992;-0.7786;30.0359;
27.002;1.0137;-0.0088;0.2763;-4.2824;1.0458;-1.0076;30.0359;
27.023;1.0098;-0.0076;0.2744;-4.1298;0.9924;-0.7710;29.9418;
27.044;1.0051;0.0015;0.2702;-4.1527;1.3435;-0.6412;29.9418;
27.065;1.0156;-0.0037;0.2794;-4.1145;0.8397;-0.8015;30.0359;
27.086;1.0066;-0.0063;0.2735;-4.0687;1.1221;-0.9847;30.0359;
27.107;1.0161;0.0000;0.2830;-4.1374;1.2290;-0.8168;30.0359;
27.128;1.0098;-0.0024;0.2841;-4.1527;0.8550;-0.6489;30.0359;
27.149;1.0039;-0.0020;0.2858;-4.0534;0.9542;-0.6336;30.0359;
27.170;1.0149;-0.0022;0.2785;-4.3206;1.0153;-0.7099;30.0359;
27.191;1.0132;-0.0112;0.2741;-4.0840;1.0076;-0.7405;30.0359;
27.212;1.0144;-0.0044;0.2780;-4.0458;0.8779;-1.0229;30.0359;
27.233;1.0090;-0.0042;0.2888;-4.1679;1.1298;-1.0153;29.9418;
27.254;1.0071;0.0010;0.2769;-4.0382;1.0687;-0.8473;30.0359;
27.275;1.0125;-0.0032;0.2735;-4.0076;1.2366;-0.8702;30.0359;
27.296;1.0071;-0.0012;0.2763;-4.2519;1.0000;-0.9389;30.0359;
27.317;1.0154;-0.0110;0.2680;-4.3206;0.9847;-0.7786;30.0359;
27.338;1.0076;-0.0017;0.2741;-4.1832;1.0382;-0.8473;30.0359;
27.359;1.0063;-0.0063;0.2794;-3.9237;1.1756;-0.8015;30.0359;
27.380;1.0120;-0.0066;0.2852;-4.2443;0.9924;-1.1374;30.0359;
27.401;1.0076;-0.0098;0.2738;-4.0687;1.1221;-0.6947;30.0359;
27.422;1.0081;0.0002;0.2777;-4.3511;1.1908;-0.8321;30.0359;
27.443;1.0176;-0.0078;0.2680;-4.3053;1.1298;-0.8244;30.0359;
27.465;1.0132;-0.0010;0.2730;-4.0458;1.0992;-0.9695;29.9418;
27.487;1.0078;-0.0049;0.2774;-4.1908;1.0229;-0.9389;30.0359;
27.508;1.0088;-0.0032;0.2824;-4.1527;0.9160;-0.8397;29.9418;
27.529;1.0078;0.0005;0.2724;-4.1298;0.8626;-1.0687;29.9418;
27.550;1.0139;-0.0012;0.2713;-4.1756;1.0611;-0.8321;30.0359;
27.571;1.0049;-0.0061;0.2785;-4.3435;0.9542;-0.9466;29.9418;
27.592;1.0127;-0.0081;0.2697;-4.1374;1.1298;-0.6794;29.9418;
27.613;1.0132;-0.0068;0.2719;-4.1298;0.8092;-0.7176;30.0359;
27.634;1.0154;-0.0046;0.2744;-4.2672;1.1069;-1.0000;29.9418;
27.655;1.0146;-0.0081;0.2763;-4.3511;1.1374;-0.9924;30.0359;
27.676;1.0144;-0.0044;0.2835;-4.2748;1.0611;-0.7939;30.0359;
27.697;1.0098;0.0017;0.2821;-4.1908;1.1985;-1.0000;30.0359;
27.718;1.0125;-0.0039;0.2816;-4.0611;1.1450;-0.9160;29.9418;
27.739;1.0117;-0.0054;0.2711;-4.1679;1.0076;-0.9237;30.0359;
27.761;1.0120;-0.0059;0.2752;-4.3435;1.0305;-0.8550;29.9418;
27.782;1.0112;-0.0015;0.2738;-3.8626;1.0000;-0.9618;29.9418;
27.803;1.0088;-0.0078;0.2785;-4.0763;1.0305;-0.8244;30.0359;
27.824;1.0085;-0.0042;0.2758;-4.2366;0.9237;-0.8855;29.9418;
27.845;1.0120;-0.0066;0.2680;-4.1985;1.0000;-0.8321;29.9418;
27.866;1.0100;-0.0059;0.2788;-3.9542;1.1374;-0.8473;29.9418;
27.887;1.0078;-0.0054;0.2724;-4.1603;1.0305;-1.0000;29.9418;
27.908;1.0149;-0.0059;0.2808;-4.0687;0.8550;-0.8931;29.9418;
27.929;1.0122;-0.0076;0.2788;-4.2443;0.8702;-0.8321;30.0359;
27.950;1.0093;-0.0093;0.2794;-4.1527;0.7710;-0.8779;30.0359;
27.971;1.0073;-0.0078;0.2827;-4.1374;1.1374;-0.9237;29.9418;
27.992;1.0137;0.0000;0.2730;-4.2443;1.0534;-0.6870;29.9418;
28.013;1.0125;0.0000;0.2772;-4.1985;1.0153;-0.9313;30.0359;
28.034;1.0125;0.0010;0.2785;-4.2519;1.0382;-0.8397;30.0359;
28.055;1.0122;-0.0012;0.2794;-4.1069;1.1069;-0.7099;30.0359;
28.076;1.0164;-0.0076;0.2730;-4.1145;1.0534;-0.8779;29.9418;
28.097;1.0134;-0.0081;0.2708;-4.0992;1.0382;-0.8626;29.9418;
28.118;1.0103;-0.0093;0.2774;-4.2901;1.1908;-0.8244;29.9418;
28.139;1.0125;-0.0076;0.2841;-4.0840;1.0382;-0.9389;30.0359;
28.160;1.0088;0.0007;0.2697;-4.4046;0.9084;-0.9924;29.8476;
28.181;1.0090;-0.0034;0.2797;-4.0458;0.9466;-1.0305;30.0359;
28.202;1.0093;-0.0066;0.2758;-4.0611;0.8550;-0.8168;30.0359;
28.223;1.0078;-0.0044;0.2805;-4.1832;0.9771;-1.0076;30.0359;
28.244;1.0168;-0.0044;0.2760;-4.1450;0.8626;-1.0305;29.9418;
28.265;1.0110;-0.0100;0.2785;-4.0153;1.0076;-0.9084;30.0359;
28.286;1.0117;-0.0022;0.2738;-3.9160;1.1145;-0.8931;29.9418;
28.307;1.0127;-0.0078;0.2741;-4.1832;1.0458;-0.7557;29.9418;
28.328;1.0105;-0.0049;0.2744;-4.1527;1.0534;-1.0229;29.9418;
28.349;1.0100;-0.0029;0.2705;-4.1374;1.0000;-0.8321;30.0359;
28.370;1.0076;-0.0066;0.2763;-4.3206;1.0153;-1.0534;29.9418;
28.391;1.0063;-0.0090;0.2849;-4.2290;1.1069;-0.8931;29.9418;
28.412;1.0093;-0.0066;0.2816;-4.3588;0.8855;-0.7328;30.1300;
28.433;1.0049;-0.0093;0.2763;-4.3588;0.9771;-0.8168;30.0359;
28.454;1.0110;-0.0066;0.2688;-4.3282;1.0076;-0.8473;30.0359;
28.475;1.0125;-0.0100;0.2727;-4.1298;0.8397;-0.8321;30.0359;
28.496;1.0093;0.0027;0.2788;-4.3282;1.0153;-0.7786;30.0359;
28.517;1.0071;-0.0078;0.2794;-4.1069;1.1450;-1.0458;29.9418;
28.538;1.0105;-0.0098;0.2755;-4.3511;1.1527;-0.8779;30.0359;
28.559;1.0110;-0.0029;0.2830;-4.1298;1.0763;-0.9313;29.9418;
28.580;1.0063;-0.0027;0.2769;-4.3740;1.0611;-0.9618;30.0359;
28.601;1.0115;-0.0015;0.2819;-4.0534;1.0305;-0.8855;30.0359;
28.622;1.0068;-0.0081;0.2824;-4.1298;0.7939;-1.0840;29.9418;
28.643;1.0112;-0.0051;0.2766;-4.3664;1.0305;-0.9313;29.9418;
28.664;1.0095;-0.0024;0.2797;-4.1756;0.9695;-1.0076;30.0359;
28.685;1.0132;-0.0076;0.2794;-4.1374;1.1450;-0.9237;29.9418;
28.706;1.0093;-0.0081;0.2733;-4.1298;0.8855;-0.8779;30.0359;
28.727;1.0103;-0.0059;0.2719;-4.0916;0.9466;-0.7176;29.9418;
28.748;1.0139;-0.0051;0.2785;-4.1450;0.9389;-0.8473;29.9418;
28.769;1.0093;-0.0081;0.2752;-4.1679;0.9695;-0.8779;29.9418;
28.791;1.0120;-0.0027;0.2841;-3.9008;1.1374;-1.0382;30.0359;
28.812;1.0132;-0.0020;0.2738;-4.1221;1.0382;-0.9389;29.9418;
28.833;1.0134;-0.0010;0.2785;-4.0916;1.0687;-0.8473;29.9418;
28.854;1.0149;-0.0076;0.2794;-4.1298;1.0687;-0.7710;30.0359;
28.875;1.0098;-0.0049;0.2827;-4.2366;1.0534;-0.8244;29.9418;
28.897;1.0090;-0.0059;0.2713;-4.1985;0.8855;-0.8550;29.9418;
28.918;1.0081;-0.0081;0.2777;-4.0153;0.9924;-0.9389;30.0359;
28.939;1.0132;0.0000;0.2733;-4.1603;1.1756;-0.8626;29.9418;
28.960;1.0098;-0.0037;0.2735;-4.1603;1.0153;-0.9542;30.0359;
28.981;1.0081;-0.0056;0.2735;-4.2824;1.0229;-0.9389;29.9418;
29.002;1.0122;-0.0024;0.2841;-4.3130;1.0916;-0.9084;30.0359;
29.023;1.0088;-0.0024;0.2733;-4.3893;1.2061;-0.8168;30.0359;
29.044;1.0115;-0.0051;0.2694;-4.2977;0.9237;-0.8244;30.0359;
29.065;1.0122;-0.0100;0.2785;-4.1679;1.2824;-0.9695;29.9418;
29.086;1.0095;-0.0049;0.2688;-4.0534;0.9313;-0.8855;29.9418;
29.107;1.0129;-0.0093;0.2730;-4.1603;0.9847;-0.9542;30.0359;
29.128;1.0103;-0.0081;0.2722;-3.9771;1.0534;-0.6489;30.1300;
29.149;1.0078;-0.0054;0.2821;-4.1374;1.1145;-0.8015;29.9418;
29.170;1.0081;-0.0061;0.2741;-4.0992;0.8092;-0.8015;30.0359;
29.191;1.0098;-0.0024;0.2799;-4.2977;0.9160;-0.8855;30.0359;
29.212;1.0125;-0.0054;0.2730;-4.2977;1.1298;-0.7328;29.9418;
29.233;1.0117;-0.0093;0.2785;-4.0916;1.1069;-0.8779;29.9418;
29.254;1.0149;-0.0061;0.2841;-4.0992;1.2901;-1.0534;30.0359;
29.275;1.0098;-0.0024;0.2733;-4.2443;1.1527;-1.0000;30.0359;
29.296;1.0159;-0.0076;0.2755;-4.2061;1.0763;-0.9313;29.9418;
29.317;1.0046;-0.0054;0.2722;-4.3359;1.1221;-1.0611;29.9418;
29.338;1.0044;-0.0076;0.2735;-4.0229;1.0840;-0.8092;30.0359;
29.359;1.0071;-0.0044;0.2810;-4.0153;0.8702;-0.8855;30.1300;
29.380;1.0054;-0.0039;0.2733;-4.1527;0.9542;-0.7557;30.0359;
29.401;1.0027;-0.0068;0.2724;-3.9695;0.9847;-0.8779;29.9418;
29.422;1.0129;-0.0085;0.2769;-4.3053;0.9618;-0.8626;30.0359;
29.443;1.0120;0.0015;0.2874;-4.3893;0.9618;-0.7328;30.0359;
29.465;1.0120;0.0012;0.2783;-4.3130;1.0992;-1.1603;30.0359;
29.486;1.0098;0.0020;0.2794;-4.3740;0.9618;-0.9542;30.0359;
29.507;1.0103;-0.0005;0.2766;-4.1374;1.1679;-0.7863;30.0359;
29.528;1.0110;-0.0020;0.2738;-4.2214;1.0305;-0.7786;30.0359;
29.549;1.0107;-0.0066;0.2813;-4.3511;1.1603;-0.7939;30.1300;
29.570;1.0103;-0.0010;0.2735;-4.2061;0.9008;-0.8092;30.0359;
29.591;1.0156;-0.0032;0.2802;-4.2672;1.1069;-0.7481;29.9418;
29.612;1.0042;0.0024;0.2808;-4.2290;1.2290;-0.9542;29.9418;
29.633;1.0107;-0.0020;0.2763;-4.3053;1.0840;-0.8092;30.0359;
29.654;1.0103;-0.0066;0.2788;-4.1298;1.0534;-0.8397;30.1300;
29.675;1.0110;-0.0068;0.2780;-4.0000;1.0687;-0.8473;30.0359;
29.696;1.0093;-0.0046;0.2852;-4.1908;1.0611;-0.9695;30.0359;
29.717;1.0120;-0.0066;0.2755;-4.1527;0.7939;-0.8931;29.9418;
29.739;1.0137;-0.0095;0.2749;-4.1145;0.9313;-0.8321;29.9418;
29.760;1.0066;-0.0032;0.2749;-4.2443;1.0076;-0.7710;30.0359;
29.781;1.0151;0.0002;0.2808;-4.2977;1.0611;-0.8702;29.9418;
29.802;1.0071;-0.0046;0.2774;-4.2443;0.7939;-0.7252;30.0359;
29.823;1.0081;-0.0032;0.2858;-4.1527;0.8626;-0.7786;29.9418;
29.844;1.0085;-0.0054;0.2863;-4.2595;1.1756;-0.9389;29.9418;
29.865;1.0063;-0.0088;0.2794;-4.1450;1.0458;-0.9008;30.0359;
29.886;1.0132;-0.0032;0.2727;-4.1069;1.0992;-0.7557;30.0359;
29.907;1.0085;-0.0005;0.2733;-4.2901;1.0534;-0.8015;29.9418;
29.928;1.0122;-0.0090;0.2722;-4.1756;1.0000;-0.9084;30.1300;
29.949;1.0042;-0.0034;0.2716;-4.2443;1.0076;-0.7328;30.0359;
29.970;1.0161;-0.0007;0.2785;-4.2443;0.9847;-0.8321;29.9418;
29.991;1.0076;-0.0049;0.2752;-4.1221;0.9771;-0.9695;30.0359;
30.012;1.0081;-0.0017;0.2741;-4.3740;0.9389;-1.0611;30.0359;
30.033;1.0137;-0.0085;0.2774;-4.1985;1.0382;-0.7481;30.0359;
30.054;1.0146;-0.0044;0.2733;-4.1679;0.9695;-0.7786;30.0359;
30.075;1.0142;-0.0020;0.2794;-4.1679;1.0000;-0.9008;29.9418;
30.096;1.0107;-0.0056;0.2719;-4.2824;0.9313;-0.6870;30.0359;
30.117;1.0137;-0.0024;0.2716;-4.1298;1.0153;-0.8321;30.0359;
30.138;1.0129;-0.0076;0.2730;-4.1908;1.0840;-1.0153;30.0359;
30.159;1.0071;-0.0012;0.2830;-4.0229;0.9389;-0.9084;30.0359;
30.180;1.0073;-0.0066;0.2666;-3.9695;0.8473;-1.0000;29.9418;
30.201;1.0129;-0.0066;0.2702;-3.9618;0.9466;-0.7099;30.0359;
30.222;1.0088;-0.0066;0.2655;-4.1603;0.9847;-0.7634;30.0359;
30.243;1.0049;-0.0056;0.2838;-4.1527;1.1985;-0.7863;29.9418;
30.264;1.0090;-0.0076;0.2733;-3.9695;0.9542;-0.6412;29.9418;
30.285;1.0188;-0.0032;0.2821;-4.3130;0.8855;-1.0534;30.0359;
30.307;1.0049;-0.0049;0.2774;-4.0916;0.9542;-1.0458;30.0359;
30.328;1.0078;-0.0027;0.2760;-4.1450;0.9084;-0.9389;30.0359;
30.349;1.0078;-0.0090;0.2694;-4.2748;1.0458;-0.9008;29.9418;
30.370;1.0151;-0.0029;0.2838;-4.2366;0.9466;-0.7634;30.0359;
30.391;1.0115;-0.0071;0.2733;-4.2061;0.9542;-1.0382;30.0359;
30.412;1.0134;-0.0037;0.2724;-4.0153;1.0229;-0.8931;30.0359;
30.433;1.0176;-0.0049;0.2774;-4.0916;1.2366;-0.9618;30.0359;
30.454;1.0105;0.0005;0.2680;-4.1832;0.8931;-0.8931;29.9418;
30.475;1.0120;-0.0073;0.2816;-3.9237;1.0382;-0.8321;30.0359;
30.496;1.0071;-0.0046;0.2730;-4.2214;0.9847;-0.8702;30.0359;
30.517;1.0081;-0.0044;0.2752;-4.1603;0.9542;-0.9389;30.0359;
30.538;1.0137;-0.0039;0.2799;-4.1603;1.1221;-0.9160;29.9418;
30.559;1.0076;0.0017;0.2791;-3.9924;1.0076;-0.8702;30.0359;
30.581;1.0071;-0.0017;0.2735;-4.1679;0.9771;-0.6565;29.9418;
30.602;1.0110;-0.0071;0.2780;-4.2824;1.0153;-0.8244;30.0359;
30.623;1.0049;-0.0034;0.2713;-4.1985;1.0000;-0.6412;30.0359;
30.644;1.0105;-0.0049;0.2855;-4.2901;0.9389;-0.7939;30.0359;
30.665;1.0110;-0.0088;0.2691;-4.1069;0.9542;-0.9084;30.0359;
30.686;1.0085;-0.0068;0.2821;-4.2672;1.0534;-0.8473;29.9418;
30.707;1.0078;-0.0022;0.2774;-4.2901;1.0382;-0.9008;30.0359;
30.728;1.0181;0.0054;0.2633;-4.1298;0.9771;-0.8550;30.1300;
30.749;1.0098;-0.0042;0.2738;-3.9924;0.8473;-0.9160;29.9418;
30.771;1.0090;-0.0107;0.2827;-3.9695;0.9771;-0.8168;29.9418;
30.792;1.0103;-0.0066;0.2777;-3.9924;1.1221;-0.9008;30.0359;
30.813;1.0117;-0.0061;0.2874;-4.1603;1.0687;-0.7939;30.0359;
30.835;1.0105;-0.0068;0.2758;-4.3130;0.9847;-0.7557;29.9418;
30.855;1.0112;-0.0073;0.2846;-4.1832;0.9924;-1.0305;30.0359;
30.876;1.0083;-0.0063;0.2794;-4.0992;0.9008;-0.8015;30.0359;
30.897;1.0122;-0.0054;0.2738;-4.3664;0.9313;-0.7023;30.0359;
30.918;1.0095;-0.0093;0.2697;-4.1450;1.0000;-0.9237;30.0359;
30.939;1.0159;-0.0051;0.2733;-4.2672;1.1069;-1.0534;29.9418;
30.960;1.0083;-0.0017;0.2858;-4.4351;0.9847;-0.7710;30.0359;
30.981;1.0076;-0.0049;0.2730;-4.2290;1.0000;-0.8550;30.0359;
31.002;1.0107;-0.0137;0.2774;-4.2519;0.8092;-0.7481;30.0359;
31.023;1.0132;-0.0073;0.2724;-4.1221;1.0534;-0.9695;29.9418;
31.044;1.0078;0.0002;0.2802;-4.0305;0.9084;-0.9008;29.9418;
31.065;1.0129;-0.0090;0.2819;-4.1603;0.8931;-0.7405;30.0359;
31.086;1.0149;-0.0007;0.2808;-4.0992;0.8779;-0.8702;30.0359;
31.107;1.0129;-0.0034;0.2749;-4.2061;0.9695;-0.9542;30.0359;
31.128;1.0115;-0.0002;0.2813;-3.8931;0.8321;-0.9160;29.9418;
31.149;1.0090;-0.0022;0.2841;-4.1298;0.9771;-0.9313;30.0359;
31.170;1.0159;-0.0061;0.2752;-4.0611;1.1145;-0.9924;30.0359;
31.191;1.0078;-0.0059;0.2772;-4.3130;0.9313;-0.8015;30.0359;
31.212;1.0088;-0.0042;0.2760;-4.3206;1.1832;-0.7252;29.9418;
31.233;1.0076;0.0002;0.2719;-4.2137;1.0916;-0.8397;30.0359;
31.254;1.0103;-0.0083;0.2730;-4.1298;1.1221;-0.7939;29.9418;
31.275;1.0129;-0.0059;0.2716;-4.2748;1.0229;-0.7710;30.0359;
31.296;1.0112;-0.0032;0.2780;-4.2137;1.1374;-0.9160;30.0359;
31.317;1.0117;-0.0024;0.2702;-4.0000;1.0992;-1.0000;30.0359;
31.338;1.0132;-0.0068;0.2838;-4.2672;0.8015;-0.7939;29.9418;
31.359;1.0100;-0.0061;0.2702;-4.1374;1.2290;-0.6718;30.0359;
31.380;1.0103;-0.0044;0.2813;-4.1603;1.1374;-0.8702;30.0359;
31.401;1.0125;-0.0095;0.2749;-4.1908;1.0229;-0.8321;29.9418;
31.422;1.0117;-0.0066;0.2874;-4.1908;1.0840;-0.9847;30.1300;
31.443;1.0137;-0.0046;0.2780;-4.4198;1.2595;-0.7405;30.0359;
31.464;1.0093;-0.0117;0.2744;-4.1221;1.1069;-0.7710;30.0359;
31.485;1.0068;-0.0093;0.2672;-4.3206;1.1298;-1.0458;29.9418;
31.506;1.0098;-0.0061;0.2697;-4.2061;1.1221;-0.8702;30.0359;
31.527;1.0071;-0.0063;0.2747;-4.3053;1.1603;-0.9466;30.0359;
31.548;1.0134;-0.0063;0.2785;-4.0992;1.2443;-1.0305;30.0359;
31.569;1.0066;-0.0063;0.2758;-4.1069;1.0076;-0.9618;30.0359;
31.590;1.0134;-0.0039;0.2791;-3.9237;0.9466;-0.9924;30.1300;
31.611;1.0100;-0.0022;0.2824;-4.2672;1.0840;-1.0382;30.1300;
31.632;1.0173;-0.0022;0.2772;-4.0076;1.0076;-0.8397;30.0359;
31.653;1.0139;-0.0027;0.2794;-4.1679;1.0687;-0.8702;30.0359;
31.674;1.0129;-0.0039;0.2830;-4.2672;1.0153;-0.9695;29.9418;
31.695;1.0090;-0.0037;0.2741;-4.1603;1.0458;-0.8702;30.0359;
31.716;1.0103;-0.0068;0.2688;-4.3893;0.9847;-0.7405;29.9418;
31.737;1.0103;-0.0081;0.2711;-4.1298;0.8550;-0.8626;30.0359;
31.758;1.0093;-0.0071;0.2772;-4.1450;0.9389;-0.8397;29.9418;
31.779;1.0110;-0.0103;0.2763;-3.9618;0.9313;-0.8244;29.9418;
31.800;1.0137;-0.0056;0.2827;-4.1756;1.3053;-0.8321;30.0359;
31.821;1.0159;-0.0039;0.2794;-4.1527;1.1756;-0.9008;30.0359;
31.842;1.0112;-0.0034;0.2733;-4.1908;0.9237;-1.0305;30.1300;
31.863;1.0090;-0.0020;0.2760;-4.1069;1.2901;-0.9160;30.0359;
31.884;1.0110;-0.0076;0.2772;-4.2748;0.9313;-0.7786;29.9418;
31.905;1.0193;-0.0037;0.2663;-4.3130;1.0687;-0.8092;30.0359;
31.926;1.0037;-0.0088;0.2686;-4.0382;1.1679;-0.9847;30.0359;
31.947;1.0063;-0.0042;0.2794;-4.2061;0.9618;-0.7939;29.9418;
31.968;1.0100;-0.0029;0.2780;-4.2137;1.1527;-0.8397;29.9418;
31.990;1.0105;-0.0107;0.2683;-4.0687;0.8321;-0.8855;30.0359;
32.011;1.0076;-0.0071;0.2799;-4.1908;0.8550;-0.8092;29.9418;
32.032;1.0063;-0.0093;0.2830;-4.2901;1.0763;-0.7939;29.9418;
32.053;1.0144;-0.0117;0.2805;-4.0763;1.0382;-0.9924;30.0359;
32.074;1.0137;-0.0132;0.2719;-4.2443;1.0840;-0.9389;30.0359;
32.095;1.0046;-0.0081;0.2730;-4.0000;0.9008;-1.0840;29.9418;
32.116;1.0110;-0.0083;0.2661;-4.0992;1.0992;-1.0840;29.9418;
32.137;1.0088;-0.0073;0.2733;-3.9847;1.2748;-0.9618;30.1300;
32.158;1.0088;-0.0051;0.2783;-4.1985;0.9847;-0.8473;30.0359;
32.179;1.0078;-0.0059;0.2788;-4.3130;0.8397;-0.7939;30.0359;
32.200;1.0112;-0.0066;0.2683;-4.3130;1.0458;-0.8473;30.0359;
32.221;1.0115;-0.0039;0.2652;-4.2137;1.0611;-0.9695;30.1300;
32.242;1.0083;0.0000;0.2813;-4.2061;1.1679;-0.8092;30.0359;
32.263;1.0076;-0.0051;0.2755;-4.2290;1.0382;-0.9237;30.0359;
32.284;1.0112;-0.0076;0.2719;-4.1221;1.1298;-0.8550;30.0359;
