Дата эксперимента: 31.10.2023 21:20:26
time;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Temperature
411.902;1.0098;-0.0027;0.2763;-4.1679;1.2061;-0.9771;30.0359;
411.923;1.0095;-0.0022;0.2794;-4.1679;1.0153;-0.9389;30.0359;
411.944;1.0132;-0.0029;0.2808;-3.9389;1.1756;-0.8702;30.0359;
411.965;1.0068;-0.0085;0.2766;-4.0534;1.0229;-0.8855;30.0359;
411.986;1.0063;-0.0024;0.2846;-4.1679;0.9237;-0.9695;30.0359;
412.007;1.0144;-0.0027;0.2794;-4.1298;1.0840;-0.6336;29.9418;
412.028;1.0088;-0.0090;0.2805;-4.2901;0.9542;-0.9389;30.0359;
412.050;1.0125;-0.0054;0.2821;-4.2595;0.8092;-0.9466;30.0359;
412.071;1.0117;-0.0024;0.2735;-4.1298;1.2214;-0.8015;30.0359;
412.091;1.0115;-0.0071;0.2813;-4.2061;1.1832;-0.9771;30.0359;
412.112;1.0168;-0.0078;0.2752;-4.2443;0.9847;-1.0611;30.0359;
412.133;1.0117;-0.0068;0.2769;-3.9618;1.1298;-0.8092;30.0359;
412.155;1.0085;-0.0068;0.2810;-4.1527;0.9847;-0.7939;30.0359;
412.176;1.0100;-0.0051;0.2677;-4.3130;0.9389;-0.9389;30.0359;
412.197;1.0081;-0.0061;0.2805;-4.2366;0.9466;-0.8931;30.0359;
412.218;1.0110;-0.0022;0.2744;-4.2824;0.8931;-0.9313;30.0359;
412.239;1.0088;-0.0022;0.2794;-3.9466;0.9237;-0.7939;30.0359;
412.260;1.0117;-0.0039;0.2780;-4.4046;0.9771;-0.9237;29.9418;
412.281;1.0085;-0.0078;0.2791;-4.1145;1.0763;-0.9618;29.9418;
412.303;1.0078;-0.0120;0.2760;-4.1374;1.2061;-0.9618;30.0359;
412.324;1.0063;-0.0090;0.2830;-4.0763;0.9389;-0.8321;30.0359;
412.345;1.0115;-0.0027;0.2758;-4.2672;1.0840;-0.8473;30.0359;
412.366;1.0107;-0.0034;0.2672;-4.4733;1.0076;-1.0229;30.0359;
412.387;1.0110;-0.0054;0.2788;-4.2137;0.9313;-0.6870;29.9418;
412.408;1.0100;-0.0112;0.2783;-4.1298;0.9618;-0.9237;30.0359;
412.430;1.0095;-0.0051;0.2769;-4.2366;0.9924;-0.7786;30.0359;
412.450;1.0083;-0.0112;0.2799;-4.1756;1.1221;-0.8321;30.0359;
412.471;1.0081;-0.0010;0.2860;-4.0992;0.9618;-1.0534;30.1300;
412.492;1.0142;-0.0063;0.2827;-4.3435;0.8473;-0.7099;30.0359;
412.513;1.0112;-0.0107;0.2724;-4.2137;0.9771;-0.9695;30.0359;
412.534;1.0107;0.0005;0.2758;-4.2519;0.9847;-0.8244;30.0359;
412.555;1.0142;-0.0073;0.2666;-4.1908;1.0534;-0.8244;30.0359;
412.577;1.0117;-0.0059;0.2680;-4.0000;0.9695;-0.9160;30.0359;
412.597;1.0090;-0.0046;0.2752;-3.9084;1.1679;-0.7863;30.0359;
412.618;1.0105;-0.0037;0.2735;-4.3130;1.0534;-0.9542;30.0359;
412.639;1.0073;-0.0032;0.2688;-4.2061;0.9618;-0.7863;30.0359;
412.660;1.0056;-0.0007;0.2719;-4.1908;1.0076;-0.8397;30.0359;
412.682;1.0125;-0.0049;0.2688;-4.1069;0.9084;-1.0000;30.0359;
412.702;1.0134;0.0005;0.2785;-3.9618;1.1603;-0.7252;30.0359;
412.723;1.0110;-0.0063;0.2774;-4.0916;1.0382;-0.9542;29.9418;
412.744;1.0081;-0.0049;0.2849;-4.0305;1.0000;-0.9313;29.9418;
412.765;1.0129;-0.0129;0.2735;-4.2901;1.0076;-0.9084;30.0359;
412.787;1.0078;-0.0061;0.2852;-4.1832;1.0382;-0.7252;30.0359;
412.807;1.0144;-0.0032;0.2727;-4.2061;0.8550;-0.8397;30.1300;
412.828;1.0098;-0.0056;0.2652;-4.1985;0.9008;-0.8473;29.9418;
412.849;1.0083;-0.0007;0.2816;-4.1908;1.0992;-0.9313;30.1300;
412.870;1.0085;-0.0076;0.2747;-4.2977;0.8931;-1.0076;30.0359;
412.891;1.0122;-0.0032;0.2766;-4.0763;1.1679;-0.9618;30.0359;
412.912;1.0103;-0.0046;0.2699;-4.1298;1.0305;-0.8015;30.0359;
412.933;1.0146;0.0007;0.2769;-4.0763;0.9771;-0.8550;30.0359;
412.954;1.0129;-0.0044;0.2735;-3.9313;1.0534;-0.8244;30.0359;
412.976;1.0098;-0.0071;0.2702;-4.0916;1.1450;-1.0992;30.0359;
412.997;1.0063;-0.0012;0.2760;-4.2137;0.9542;-0.9695;30.0359;
413.018;1.0042;-0.0071;0.2860;-4.1374;0.9160;-0.8168;29.9418;
413.039;1.0156;-0.0061;0.2744;-3.9618;1.0000;-1.0000;30.0359;
413.060;1.0134;-0.0042;0.2833;-3.8397;1.0534;-0.9771;30.0359;
413.081;1.0095;-0.0046;0.2713;-4.2366;0.9771;-1.0916;29.9418;
413.102;1.0120;-0.0020;0.2655;-4.1985;1.0611;-0.9847;30.1300;
413.126;1.0063;-0.0027;0.2722;-4.1756;1.1221;-0.7634;30.0359;
413.144;1.0129;-0.0042;0.2785;-4.3053;1.0076;-0.8473;30.0359;
413.165;1.0090;-0.0037;0.2730;-4.2290;0.9466;-0.9389;30.1300;
413.186;1.0093;-0.0061;0.2697;-4.1908;0.9618;-1.0458;30.0359;
413.207;1.0142;-0.0066;0.2780;-4.3130;1.0534;-0.8473;30.0359;
413.228;1.0112;-0.0063;0.2871;-4.2595;1.0076;-0.8092;30.0359;
413.250;1.0110;-0.0017;0.2702;-4.3359;1.1298;-0.8397;30.0359;
413.272;1.0093;-0.0083;0.2713;-4.1908;0.9466;-0.8473;30.0359;
413.293;1.0107;-0.0044;0.2747;-4.2901;1.0916;-0.8321;30.0359;
413.328;1.0063;-0.0061;0.2816;-4.1756;1.0382;-0.7405;29.9418;
413.334;1.0063;-0.0061;0.2816;-4.0153;1.2290;-0.7710;30.0359;
413.355;1.0073;0.0010;0.2785;-4.1374;0.8702;-0.7252;29.9418;
413.376;1.0105;-0.0051;0.2852;-4.1069;1.0611;-0.7939;30.0359;
413.397;1.0093;-0.0049;0.2835;-4.2290;0.9618;-0.7023;30.0359;
413.418;1.0085;0.0020;0.2769;-4.1908;0.8550;-0.9389;30.0359;
413.440;1.0083;-0.0068;0.2783;-4.1298;1.0000;-0.9160;30.0359;
413.460;1.0120;-0.0085;0.2802;-4.2977;0.9847;-0.9924;30.0359;
413.481;1.0078;-0.0032;0.2724;-4.1069;1.0382;-0.7176;29.9418;
413.503;1.0100;-0.0037;0.2846;-4.0687;1.0229;-0.8473;29.9418;
413.524;1.0093;-0.0061;0.2735;-4.2977;1.0458;-0.7328;30.1300;
413.545;1.0120;-0.0059;0.2777;-4.1908;1.0305;-0.9237;30.0359;
413.566;1.0107;-0.0024;0.2744;-3.9847;0.9008;-0.7863;30.0359;
413.587;1.0142;-0.0063;0.2763;-3.9466;0.9847;-1.0153;30.1300;
413.607;1.0139;-0.0103;0.2797;-4.0458;1.0382;-0.9618;29.9418;
413.628;1.0093;-0.0103;0.2702;-4.2595;0.9466;-0.8321;30.0359;
413.650;1.0100;-0.0083;0.2691;-4.1221;1.1298;-0.9618;30.0359;
413.671;1.0100;-0.0024;0.2747;-4.1908;0.9771;-0.8397;30.0359;
413.691;1.0076;-0.0063;0.2783;-4.3664;1.1145;-0.7634;29.9418;
413.713;1.0085;0.0005;0.2794;-4.1908;0.9466;-0.7786;30.0359;
413.733;1.0076;-0.0068;0.2891;-4.1679;1.0305;-1.0076;29.9418;
413.754;1.0120;-0.0063;0.2763;-4.2901;0.8855;-0.8702;30.0359;
413.776;1.0105;0.0007;0.2738;-4.2366;1.0763;-0.5115;30.0359;
413.796;1.0076;-0.0081;0.2677;-4.2519;0.9695;-0.8015;29.9418;
413.818;1.0164;-0.0066;0.2772;-4.2290;0.9160;-0.9313;30.0359;
413.839;1.0054;-0.0022;0.2738;-4.0611;0.9008;-0.6107;30.0359;
413.860;1.0071;-0.0044;0.2769;-4.0000;1.2748;-0.6412;30.0359;
413.881;1.0093;-0.0049;0.2794;-4.0305;1.0076;-0.7328;30.0359;
413.902;1.0122;-0.0044;0.2769;-4.3053;0.9847;-0.8550;30.0359;
413.923;1.0122;-0.0046;0.2783;-4.0076;0.9542;-1.0382;30.0359;
413.944;1.0142;-0.0044;0.2669;-4.0916;1.1145;-0.9771;30.0359;
413.965;1.0081;-0.0032;0.2716;-4.0916;1.0305;-0.7557;30.0359;
413.986;1.0078;-0.0059;0.2655;-4.2214;1.0458;-0.9084;30.0359;
414.007;1.0103;-0.0105;0.2669;-4.3588;0.9542;-0.8931;30.0359;
414.028;1.0090;-0.0029;0.2808;-4.0840;1.0229;-0.7252;30.0359;
414.049;1.0093;-0.0034;0.2785;-4.3435;1.0916;-0.8244;30.0359;
414.070;1.0178;-0.0017;0.2769;-4.0763;0.9389;-0.7634;29.9418;
414.091;1.0061;-0.0007;0.2738;-4.1908;1.0000;-0.6947;30.0359;
414.112;1.0095;-0.0083;0.2738;-4.2061;1.0611;-0.9237;29.9418;
414.133;1.0105;-0.0012;0.2730;-4.0840;1.0992;-1.0153;30.0359;
414.154;1.0085;-0.0037;0.2772;-3.9313;1.0076;-1.0229;30.1300;
414.175;1.0164;-0.0044;0.2763;-4.2366;0.9542;-1.0840;30.0359;
414.196;1.0098;-0.0078;0.2774;-4.1756;1.0687;-0.8168;30.0359;
414.217;1.0076;-0.0039;0.2794;-4.0458;0.9389;-0.6183;30.0359;
414.238;1.0088;-0.0090;0.2730;-4.1603;0.9160;-0.8626;30.0359;
414.259;1.0044;-0.0063;0.2735;-4.3893;0.9924;-1.0000;30.0359;
414.280;1.0059;-0.0071;0.2794;-4.2214;1.1374;-0.9389;30.0359;
414.301;1.0076;-0.0088;0.2821;-4.1603;1.0611;-0.6336;30.0359;
414.323;1.0098;-0.0127;0.2838;-4.1145;0.9847;-0.8550;30.0359;
414.344;1.0107;-0.0093;0.2722;-3.9389;1.0229;-0.9313;30.0359;
414.364;1.0137;-0.0010;0.2766;-3.9695;1.0153;-0.8855;29.9418;
414.386;1.0146;-0.0049;0.2841;-4.3435;1.0992;-0.7863;30.0359;
414.407;1.0120;-0.0061;0.2758;-4.1908;1.1145;-0.9847;30.0359;
414.428;1.0117;-0.0098;0.2849;-4.1450;1.0763;-0.9466;30.0359;
414.449;1.0103;-0.0100;0.2830;-4.1679;1.0763;-0.9160;30.0359;
414.471;1.0054;-0.0107;0.2766;-4.2824;0.9924;-0.8244;30.0359;
414.493;1.0103;-0.0056;0.2755;-4.2214;0.8855;-0.9008;30.0359;
414.514;1.0054;-0.0024;0.2819;-4.0382;0.9542;-0.9008;29.9418;
414.535;1.0132;-0.0063;0.2727;-4.3130;1.0611;-0.8702;30.0359;
414.556;1.0093;-0.0051;0.2863;-4.1221;1.0534;-0.8397;29.9418;
414.577;1.0068;-0.0066;0.2852;-4.1145;1.0458;-0.7099;30.0359;
414.597;1.0117;-0.0068;0.2838;-4.1450;1.0611;-0.8092;30.0359;
414.618;1.0083;-0.0054;0.2769;-4.2748;1.0916;-0.8550;30.0359;
414.639;1.0110;-0.0051;0.2830;-4.2443;1.0840;-0.8931;30.0359;
414.660;1.0129;0.0022;0.2677;-4.1450;1.0687;-0.9771;29.9418;
414.681;1.0093;0.0029;0.2805;-4.0763;0.9695;-0.9237;30.0359;
414.702;1.0098;-0.0002;0.2766;-4.0763;1.1527;-0.8931;30.0359;
414.723;1.0107;-0.0044;0.2858;-3.9084;1.1450;-1.0153;30.0359;
414.744;1.0105;-0.0063;0.2733;-4.1298;0.9618;-0.9389;30.0359;
414.766;1.0137;-0.0017;0.2797;-4.0153;1.1069;-0.8855;30.0359;
414.787;1.0073;-0.0034;0.2686;-4.0382;0.9771;-0.9924;30.1300;
414.808;1.0073;-0.0002;0.2741;-4.2901;0.9695;-0.8473;30.1300;
414.829;1.0090;-0.0012;0.2705;-4.2137;1.2290;-0.7863;29.9418;
414.850;1.0098;-0.0046;0.2691;-4.1374;1.0763;-0.8092;30.1300;
414.872;1.0034;-0.0068;0.2760;-4.3740;1.0305;-0.8244;29.9418;
414.892;1.0098;-0.0039;0.2797;-4.2672;1.0840;-0.9542;30.0359;
414.913;1.0071;-0.0085;0.2774;-3.9924;0.9084;-0.7710;30.0359;
414.934;1.0134;-0.0068;0.2766;-4.2214;1.0534;-1.0382;30.1300;
414.956;1.0098;-0.0059;0.2730;-4.2214;0.9389;-0.8702;30.0359;
414.977;1.0115;-0.0039;0.2797;-4.1756;1.2290;-0.9771;30.1300;
414.997;1.0085;-0.0010;0.2827;-3.9160;1.1832;-0.8931;30.0359;
415.018;1.0134;-0.0071;0.2841;-4.1450;0.9771;-0.7557;30.0359;
415.039;1.0161;-0.0076;0.2694;-3.9466;0.7786;-0.9466;29.9418;
415.060;1.0066;-0.0020;0.2747;-4.0382;0.9237;-0.7710;30.0359;
415.081;1.0088;0.0015;0.2760;-4.2977;1.0382;-1.0229;30.1300;
415.102;1.0168;-0.0012;0.2777;-4.1985;0.9084;-0.8473;30.0359;
415.123;1.0093;-0.0056;0.2752;-4.2214;0.9618;-0.9542;30.0359;
415.144;1.0144;-0.0063;0.2816;-4.2290;1.0382;-0.9695;30.0359;
415.165;1.0110;0.0002;0.2688;-4.1985;0.9618;-0.7939;30.0359;
415.186;1.0073;-0.0090;0.2741;-4.2290;1.0992;-0.8931;29.9418;
415.207;1.0093;-0.0105;0.2686;-4.0916;1.1069;-0.8931;30.1300;
415.228;1.0054;-0.0029;0.2741;-4.2214;0.8626;-0.8550;30.0359;
415.249;1.0083;-0.0105;0.2808;-4.0534;1.2214;-0.8702;30.0359;
415.270;1.0144;-0.0112;0.2777;-4.0305;1.0992;-0.9466;30.0359;
415.291;1.0090;-0.0027;0.2724;-4.1527;1.0229;-1.0687;30.0359;
415.312;1.0154;-0.0083;0.2777;-4.1145;1.1374;-0.8397;30.0359;
415.333;1.0142;-0.0093;0.2799;-4.1985;1.0687;-0.8473;30.0359;
415.354;1.0129;0.0002;0.2799;-4.1756;0.9466;-1.0840;29.9418;
415.375;1.0090;-0.0049;0.2733;-3.9237;1.0382;-0.9160;30.0359;
415.396;1.0146;-0.0012;0.2658;-4.0992;1.0687;-0.8015;30.0359;
415.418;1.0103;-0.0046;0.2799;-4.3969;0.8168;-1.0076;30.0359;
415.439;1.0137;-0.0005;0.2799;-4.1985;0.9771;-0.9237;29.9418;
415.460;1.0117;-0.0034;0.2799;-4.3206;0.9924;-0.8473;30.1300;
415.481;1.0044;-0.0034;0.2672;-4.2672;0.9924;-0.8702;30.0359;
415.502;1.0112;-0.0015;0.2780;-4.1908;1.2443;-0.7557;29.9418;
415.524;1.0115;-0.0061;0.2827;-3.9924;0.9924;-0.9160;30.0359;
415.545;1.0137;-0.0044;0.2785;-4.2748;1.0000;-0.7557;30.0359;
415.565;1.0090;-0.0107;0.2683;-4.0611;0.9237;-0.9313;30.0359;
415.586;1.0066;-0.0059;0.2694;-3.9847;0.8931;-1.0687;30.0359;
415.607;1.0085;-0.0024;0.2797;-3.9847;1.0000;-0.9389;29.9418;
415.628;1.0093;0.0010;0.2741;-4.0992;1.0611;-0.9695;30.0359;
415.649;1.0129;-0.0088;0.2860;-4.2901;0.9008;-0.9695;30.0359;
415.670;1.0103;-0.0085;0.2805;-4.3282;1.0687;-0.9542;29.9418;
415.691;1.0076;-0.0120;0.2694;-4.2137;1.1832;-0.7252;30.0359;
415.712;1.0142;-0.0066;0.2763;-4.0611;1.0305;-0.7863;30.1300;
415.734;1.0146;-0.0039;0.2763;-4.0611;0.9466;-1.0076;30.0359;
415.755;1.0115;-0.0027;0.2858;-4.2366;0.9618;-1.0153;30.0359;
415.776;1.0068;-0.0044;0.2783;-4.2672;0.8397;-0.8473;30.0359;
415.797;1.0190;-0.0085;0.2802;-4.0534;0.9695;-0.6718;30.0359;
415.817;1.0142;-0.0007;0.2688;-4.2519;1.1985;-0.8244;30.0359;
415.838;1.0132;-0.0068;0.2672;-4.1450;0.9542;-0.6794;30.0359;
415.859;1.0107;-0.0076;0.2852;-4.1603;0.9771;-0.8397;29.9418;
415.881;1.0134;-0.0020;0.2846;-4.2366;1.1908;-1.0763;30.0359;
415.902;1.0107;-0.0046;0.2763;-4.0840;1.0305;-1.0305;30.0359;
415.923;1.0081;-0.0071;0.2752;-4.2366;1.0382;-1.0076;30.0359;
415.944;1.0134;-0.0066;0.2855;-4.1374;0.8855;-0.7939;30.0359;
415.964;1.0122;-0.0042;0.2716;-4.1069;1.1450;-0.8931;30.1300;
415.986;1.0093;-0.0049;0.2869;-4.2672;0.9389;-1.0076;30.0359;
416.007;1.0088;0.0000;0.2722;-4.2595;0.9924;-0.7405;30.0359;
416.028;1.0088;-0.0032;0.2688;-4.2748;1.0153;-0.9466;30.0359;
416.049;1.0110;-0.0083;0.2794;-4.2061;1.0382;-1.0076;30.0359;
416.070;1.0139;-0.0017;0.2749;-4.1603;0.9618;-0.8550;29.9418;
416.091;1.0017;0.0010;0.2738;-4.1450;0.9695;-0.9618;29.9418;
416.112;1.0063;-0.0022;0.2783;-4.1450;0.7786;-0.8321;30.0359;
416.133;1.0127;-0.0059;0.2738;-4.1603;1.0076;-0.9237;30.0359;
416.154;1.0171;-0.0042;0.2752;-4.1985;0.9771;-0.8092;30.1300;
416.175;1.0110;-0.0056;0.2713;-4.1298;1.0840;-0.8779;30.1300;
416.196;1.0068;-0.0056;0.2780;-4.0229;1.0992;-0.7481;30.1300;
416.217;1.0107;-0.0061;0.2794;-4.2061;1.0076;-0.7863;30.1300;
416.238;1.0142;-0.0024;0.2785;-4.1298;0.8397;-0.7634;30.0359;
416.260;1.0120;-0.0054;0.2797;-4.0458;0.9389;-0.8244;30.0359;
416.281;1.0112;-0.0066;0.2846;-4.0382;1.1527;-0.6260;29.9418;
416.302;1.0100;-0.0071;0.2816;-4.1374;0.8550;-0.8244;30.0359;
416.323;1.0132;-0.0090;0.2733;-4.2672;0.9237;-0.9618;30.0359;
416.344;1.0142;-0.0059;0.2797;-4.0992;1.0229;-0.8855;29.9418;
416.366;1.0120;-0.0061;0.2788;-4.0229;1.0382;-1.0611;29.9418;
416.386;1.0122;-0.0022;0.2669;-4.1756;1.0153;-0.7328;30.0359;
416.407;1.0098;-0.0037;0.2780;-4.1832;1.0305;-0.7710;29.9418;
416.428;1.0151;-0.0061;0.2699;-4.0534;0.8473;-0.8702;29.9418;
416.449;1.0149;-0.0049;0.2849;-3.9160;1.0458;-0.9313;30.1300;
416.470;1.0120;-0.0044;0.2802;-4.1145;1.1069;-0.9084;29.9418;
416.491;1.0110;-0.0022;0.2744;-4.3969;1.1145;-0.9847;30.0359;
416.512;1.0151;-0.0044;0.2694;-4.2137;1.0534;-1.0534;30.0359;
416.533;1.0073;-0.0020;0.2816;-4.2519;0.9771;-0.8092;30.0359;
416.554;1.0120;-0.0068;0.2735;-4.0458;0.9695;-0.8168;30.1300;
416.575;1.0176;-0.0054;0.2758;-4.0458;1.0153;-1.0076;30.0359;
416.596;1.0173;0.0010;0.2733;-4.1069;0.9618;-0.7939;30.1300;
416.618;1.0083;-0.0029;0.2691;-4.0305;1.1603;-0.9389;30.0359;
416.638;1.0120;-0.0034;0.2760;-3.9618;1.0000;-0.8015;30.0359;
416.659;1.0095;-0.0020;0.2677;-4.0000;0.7023;-0.8092;29.9418;
416.680;1.0085;-0.0088;0.2810;-4.0153;1.0992;-0.8550;30.0359;
416.701;1.0054;-0.0085;0.2783;-4.2061;1.0153;-0.8550;30.0359;
416.722;1.0063;-0.0022;0.2838;-4.1298;1.0687;-0.9313;30.0359;
416.743;1.0134;-0.0076;0.2758;-4.2366;1.0076;-0.9237;30.1300;
416.764;1.0115;-0.0056;0.2680;-4.2824;1.0763;-0.7481;30.0359;
416.785;1.0139;-0.0034;0.2733;-4.0458;1.0534;-0.8321;30.0359;
416.807;1.0127;-0.0076;0.2730;-4.1908;1.1756;-0.8092;30.0359;
416.828;1.0156;-0.0076;0.2788;-4.2672;0.9618;-0.8550;29.9418;
416.850;1.0156;-0.0027;0.2860;-4.1450;1.1374;-0.9618;30.0359;
416.871;1.0083;-0.0017;0.2722;-4.0611;1.0229;-0.7939;29.9418;
416.892;1.0103;-0.0061;0.2819;-4.3435;0.9847;-0.6718;30.0359;
416.913;1.0090;-0.0032;0.2808;-4.1450;1.0153;-0.7939;30.0359;
416.933;1.0073;-0.0020;0.2719;-4.0687;1.1603;-0.8168;30.0359;
416.954;1.0098;-0.0061;0.2713;-4.1450;0.9466;-0.8550;30.0359;
416.975;1.0110;-0.0078;0.2777;-4.3511;0.7481;-1.0763;30.0359;
416.996;1.0107;-0.0100;0.2666;-4.0763;1.0611;-0.9084;30.1300;
417.017;1.0083;-0.0039;0.2752;-4.1527;0.7634;-0.8397;30.0359;
417.038;1.0066;-0.0042;0.2760;-4.2824;1.0687;-0.8397;29.9418;
417.060;1.0151;-0.0061;0.2772;-4.0992;1.0382;-0.8702;29.9418;
417.080;1.0054;-0.0044;0.2663;-4.0916;1.1221;-0.7252;30.0359;
417.102;1.0029;-0.0081;0.2855;-4.2137;0.9542;-0.9618;30.0359;
417.123;1.0095;-0.0042;0.2866;-4.1908;1.0916;-0.9618;30.0359;
417.144;1.0132;-0.0054;0.2780;-4.1298;1.2061;-0.8092;30.0359;
417.165;1.0100;-0.0076;0.2749;-4.1756;1.1298;-0.8015;30.0359;
417.193;1.0078;-0.0088;0.2730;-4.1832;0.8168;-0.9542;30.0359;
417.207;1.0183;-0.0046;0.2727;-4.1908;1.1756;-1.0076;30.0359;
417.228;1.0164;-0.0051;0.2860;-4.1298;0.6718;-0.8931;30.0359;
417.249;1.0093;-0.0066;0.2788;-3.9847;1.0076;-0.8015;29.9418;
417.270;1.0112;-0.0068;0.2794;-4.1908;0.9618;-0.9542;30.0359;
417.292;1.0059;-0.0027;0.2716;-4.2137;1.2443;-0.9389;30.0359;
417.313;1.0137;-0.0015;0.2735;-4.0153;0.9160;-0.8779;30.1300;
417.334;1.0090;0.0005;0.2697;-4.1374;1.1145;-0.9008;29.9418;
417.355;1.0134;-0.0090;0.2830;-4.2519;0.9771;-0.8397;30.1300;
417.376;1.0139;-0.0066;0.2711;-4.1221;1.0992;-0.8244;30.0359;
417.397;1.0115;-0.0056;0.2760;-4.2290;0.9771;-0.8855;30.1300;
417.419;1.0129;-0.0039;0.2741;-4.5573;1.0992;-0.8626;30.0359;
417.439;1.0125;-0.0039;0.2719;-4.3282;1.0153;-0.9542;30.0359;
417.460;1.0081;0.0000;0.2727;-4.2290;0.9542;-1.0000;30.0359;
417.481;1.0066;-0.0088;0.2688;-4.1069;1.0840;-0.7405;29.9418;
417.502;1.0134;-0.0088;0.2741;-4.2137;1.0153;-0.7481;29.9418;
417.523;1.0107;-0.0020;0.2794;-4.1527;1.1756;-0.8092;30.0359;
417.545;1.0137;-0.0034;0.2766;-4.0840;1.0000;-0.7557;30.0359;
417.566;1.0112;-0.0061;0.2833;-4.1832;0.9466;-1.0458;30.0359;
417.586;1.0078;0.0007;0.2758;-4.1679;0.9160;-1.0229;30.0359;
417.611;1.0073;-0.0034;0.2680;-4.3969;0.9847;-0.9542;30.0359;
417.628;1.0112;-0.0083;0.2758;-4.1679;0.9924;-0.7939;30.1300;
417.649;1.0088;-0.0022;0.2755;-3.9237;1.0153;-0.8855;30.0359;
417.670;1.0107;-0.0054;0.2785;-4.3664;0.9008;-0.8244;30.0359;
417.691;1.0154;-0.0044;0.2755;-4.2748;0.9847;-0.8550;30.0359;
417.712;1.0098;-0.0049;0.2755;-4.2519;0.9924;-0.8779;30.0359;
417.733;1.0134;-0.0049;0.2747;-4.1908;1.1450;-0.8779;30.0359;
417.754;1.0125;-0.0044;0.2738;-4.0992;1.0000;-0.8168;30.1300;
417.775;1.0098;-0.0076;0.2747;-4.3053;0.7863;-0.8168;30.0359;
417.796;1.0037;-0.0098;0.2722;-4.2061;0.9771;-0.9084;30.0359;
417.817;1.0139;-0.0068;0.2797;-4.2443;1.0153;-0.8244;30.1300;
417.838;1.0151;-0.0049;0.2816;-4.2519;0.9466;-0.9008;30.0359;
417.859;1.0154;-0.0024;0.2674;-4.2443;0.9313;-0.8244;29.9418;
417.880;1.0127;-0.0034;0.2794;-4.2519;0.9847;-1.0000;30.0359;
417.901;1.0127;-0.0049;0.2755;-4.2672;1.0000;-0.8244;30.1300;
417.922;1.0056;-0.0012;0.2794;-4.2061;1.2137;-0.7176;29.9418;
417.943;1.0159;-0.0005;0.2711;-4.1221;1.0153;-0.7023;29.9418;
417.964;1.0105;-0.0007;0.2738;-4.1069;1.1527;-0.7023;30.0359;
417.985;1.0168;-0.0049;0.2758;-4.0611;1.0000;-0.9084;30.0359;
418.006;1.0110;-0.0020;0.2863;-4.1756;1.0076;-0.9542;30.1300;
418.027;1.0142;-0.0088;0.2785;-4.3435;0.9542;-0.8931;30.0359;
418.048;1.0042;-0.0032;0.2719;-4.1603;0.9389;-0.8244;30.0359;
418.070;1.0107;-0.0015;0.2805;-4.3511;0.9771;-0.9008;29.9418;
418.090;1.0095;-0.0090;0.2830;-4.4427;0.9771;-0.8321;30.1300;
418.112;1.0081;-0.0012;0.2760;-4.1756;1.1374;-0.8855;30.0359;
418.133;1.0112;-0.0049;0.2877;-4.3817;0.8397;-0.9466;30.0359;
418.154;1.0115;-0.0010;0.2747;-4.1832;1.2366;-0.7252;30.0359;
418.174;1.0103;-0.0017;0.2738;-4.3435;0.9542;-0.9313;30.1300;
418.195;1.0107;-0.0090;0.2794;-4.1527;1.0382;-0.9771;30.0359;
418.216;1.0083;-0.0015;0.2658;-4.1145;0.9924;-0.7710;30.0359;
418.237;1.0122;-0.0042;0.2769;-4.2137;0.9313;-0.8397;30.0359;
418.258;1.0195;-0.0061;0.2738;-4.1832;0.9542;-0.9160;29.9418;
418.279;1.0137;-0.0076;0.2719;-4.0992;1.0305;-0.8931;30.0359;
418.300;1.0110;-0.0017;0.2733;-4.1832;1.0076;-0.8626;30.0359;
418.322;1.0085;-0.0039;0.2730;-4.1145;0.9695;-0.8397;30.0359;
418.344;1.0068;0.0015;0.2738;-4.2290;0.9618;-0.8702;30.0359;
418.365;1.0115;-0.0110;0.2716;-4.1985;1.0534;-0.8779;30.1300;
418.386;1.0071;-0.0015;0.2769;-4.1832;1.0000;-0.8779;30.0359;
418.407;1.0120;-0.0032;0.2760;-4.1527;1.1756;-0.7023;30.0359;
418.428;1.0083;-0.0012;0.2697;-4.2519;0.9695;-0.9771;29.9418;
418.449;1.0098;-0.0090;0.2713;-4.0763;0.9313;-0.7328;30.0359;
418.470;1.0083;-0.0071;0.2816;-4.0534;1.0229;-0.8015;30.0359;
418.491;1.0081;-0.0063;0.2783;-4.3664;0.8931;-1.0458;30.1300;
418.512;1.0132;-0.0032;0.2705;-4.1908;0.8550;-1.1145;30.0359;
418.533;1.0088;-0.0115;0.2724;-4.1221;1.0687;-0.8779;30.1300;
418.554;1.0066;-0.0046;0.2730;-4.2137;1.0763;-0.9084;30.0359;
418.575;1.0129;-0.0098;0.2755;-4.0611;1.0076;-0.8473;30.0359;
418.596;1.0093;-0.0029;0.2719;-4.0229;0.9924;-0.9389;30.0359;
418.617;1.0112;-0.0081;0.2716;-4.1450;1.0000;-0.8473;30.0359;
418.638;1.0146;-0.0044;0.2711;-4.3282;0.9084;-0.8015;30.0359;
418.660;1.0085;-0.0044;0.2791;-4.2137;1.0382;-0.8779;30.0359;
418.680;1.0129;-0.0034;0.2794;-4.2977;1.1603;-0.8779;30.0359;
418.701;1.0059;-0.0061;0.2783;-4.3206;0.8779;-0.8244;30.0359;
